  1.25000000000000e-02   0.00000000000000e+00   0.00000000000000e+00
  1.25000000000000e-02   1.00000000000000e+00   4.80794077044582e-18
  0.00000000000000e+00   1.25000000000000e-02   0.00000000000000e+00
  1.00000000000000e+00   1.25000000000000e-02   4.80794077044582e-18
  3.75000000000000e-02   0.00000000000000e+00   0.00000000000000e+00
  3.75000000000000e-02   1.00000000000000e+00   1.43941797576851e-17
  0.00000000000000e+00   3.75000000000000e-02   0.00000000000000e+00
  1.00000000000000e+00   3.75000000000000e-02   1.43941797576851e-17
  6.25000000000000e-02   0.00000000000000e+00   0.00000000000000e+00
  6.25000000000000e-02   1.00000000000000e+00   2.38916738401678e-17
  0.00000000000000e+00   6.25000000000000e-02   0.00000000000000e+00
  1.00000000000000e+00   6.25000000000000e-02   2.38916738401678e-17
  8.75000000000000e-02   0.00000000000000e+00   0.00000000000000e+00
  8.75000000000000e-02   1.00000000000000e+00   3.32418678086381e-17
  0.00000000000000e+00   8.75000000000000e-02   0.00000000000000e+00
  1.00000000000000e+00   8.75000000000000e-02   3.32418678086381e-17
  1.12500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  1.12500000000000e-01   1.00000000000000e+00   4.23871146080254e-17
  0.00000000000000e+00   1.12500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   1.12500000000000e-01   4.23871146080254e-17
  1.37500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  1.37500000000000e-01   1.00000000000000e+00   5.12710307507082e-17
  0.00000000000000e+00   1.37500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   1.37500000000000e-01   5.12710307507082e-17
  1.62500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  1.62500000000000e-01   1.00000000000000e+00   5.98388439394652e-17
  0.00000000000000e+00   1.62500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   1.62500000000000e-01   5.98388439394652e-17
  1.87500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  1.87500000000000e-01   1.00000000000000e+00   6.80377307569005e-17
  0.00000000000000e+00   1.87500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   1.87500000000000e-01   6.80377307569005e-17
  2.12500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  2.12500000000000e-01   1.00000000000000e+00   7.58171423393782e-17
  0.00000000000000e+00   2.12500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   2.12500000000000e-01   7.58171423393782e-17
  2.37500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  2.37500000000000e-01   1.00000000000000e+00   8.31291160275754e-17
  0.00000000000000e+00   2.37500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   2.37500000000000e-01   8.31291160275754e-17
  2.62500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  2.62500000000000e-01   1.00000000000000e+00   8.99285710722264e-17
  0.00000000000000e+00   2.62500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   2.62500000000000e-01   8.99285710722264e-17
  2.87500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
  2.87500000000000e-01   1.00000000000000e+00   9.61735865719327e-17
  0.00000000000000e+00   2.87500000000000e-01   0.00000000000000e+00
  1.00000000000000e+00   2.87500000000000e-01   9.61735865719327e-17
  3.12500000000000e-01   0.00000000000000e+00   0.00000000000000e+00
