# epoch  line-search objective  step  its  ok
1076    0.40311434E+00    0.1000E+01    1   T
1077    0.40285515E+00    0.1000E+01    1   T
1078    0.40219575E+00    0.1000E+01    1   T
1079    0.40178466E+00    0.1000E+01    1   T
1080    0.40143830E+00    0.1000E+01    1   T
1081    0.40083150E+00    0.1000E+01    1   T
1082    0.40058350E+00    0.5000E+00    2   T
1083    0.39976072E+00    0.1000E+01    1   T
1084    0.39943125E+00    0.1000E+01    1   T
1085    0.39905122E+00    0.1000E+01    1   T
1086    0.39849084E+00    0.1000E+01    1   T
1087    0.39838975E+00    0.1000E+01    1   T
1088    0.39738687E+00    0.1000E+01    1   T
1089    0.39711284E+00    0.1000E+01    1   T
1090    0.39676019E+00    0.1000E+01    1   T
1091    0.39631405E+00    0.1000E+01    1   T
1092    0.39579524E+00    0.1000E+01    1   T
1093    0.39489037E+00    0.1000E+01    1   T
1094    0.39453737E+00    0.1000E+01    1   T
1095    0.39409409E+00    0.1000E+01    1   T
1096    0.39347525E+00    0.1000E+01    1   T
1097    0.39313983E+00    0.1000E+01    1   T
1098    0.39272785E+00    0.1000E+01    1   T
1099    0.39218846E+00    0.1000E+01    1   T
1100    0.39145992E+00    0.1000E+01    1   T
1101    0.39038659E+00    0.1000E+01    1   T
1102    0.39009224E+00    0.1000E+01    1   T
1103    0.38880501E+00    0.1000E+01    1   T
1104    0.38831189E+00    0.1000E+01    1   T
1105    0.38760195E+00    0.1000E+01    1   T
1106    0.38666086E+00    0.1000E+01    1   T
1107    0.38649678E+00    0.1000E+01    1   T
1108    0.38551343E+00    0.1000E+01    1   T
1109    0.38526344E+00    0.1000E+01    1   T
1110    0.38483606E+00    0.1000E+01    1   T
1111    0.38415877E+00    0.1000E+01    1   T
1112    0.38371647E+00    0.1000E+01    1   T
1113    0.38307472E+00    0.1000E+01    1   T
1114    0.38280370E+00    0.1000E+01    1   T
1115    0.38255557E+00    0.1000E+01    1   T
1116    0.38215488E+00    0.1000E+01    1   T
1117    0.38158630E+00    0.1000E+01    1   T
1118    0.38099224E+00    0.1000E+01    1   T
1119    0.38054503E+00    0.1000E+01    1   T
1120    0.38022654E+00    0.1000E+01    1   T
1121    0.37975313E+00    0.1000E+01    1   T
1122    0.37929751E+00    0.1000E+01    1   T
1123    0.37899131E+00    0.1000E+01    1   T
1124    0.37864341E+00    0.1000E+01    1   T
1125    0.37843222E+00    0.1000E+01    1   T
1126    0.37812333E+00    0.1000E+01    1   T
1127    0.37775726E+00    0.1000E+01    1   T
1128    0.37754971E+00    0.1000E+01    1   T
1129    0.37710267E+00    0.1000E+01    1   T
1130    0.37692376E+00    0.1000E+01    1   T
1131    0.37618971E+00    0.1000E+01    1   T
1132    0.37584326E+00    0.1000E+01    1   T
1133    0.37549228E+00    0.1000E+01    1   T
1134    0.37504702E+00    0.1000E+01    1   T
1135    0.37489354E+00    0.5000E+00    2   T
1136    0.37422231E+00    0.1000E+01    1   T
1137    0.37394969E+00    0.1000E+01    1   T
1138    0.37358691E+00    0.1000E+01    1   T
1139    0.37301964E+00    0.1000E+01    1   T
1140    0.37295921E+00    0.1000E+01    1   T
1141    0.37212434E+00    0.1000E+01    1   T
1142    0.37197485E+00    0.1000E+01    1   T
1143    0.37171877E+00    0.1000E+01    1   T
1144    0.37122535E+00    0.1000E+01    1   T
1145    0.37110293E+00    0.1000E+01    1   T
1146    0.37032268E+00    0.1000E+01    1   T
1147    0.37006657E+00    0.1000E+01    1   T
1148    0.36970301E+00    0.1000E+01    1   T
1149    0.36935615E+00    0.1000E+01    1   T
1150    0.36889886E+00    0.1000E+01    1   T
1151    0.36849033E+00    0.1000E+01    1   T
1152    0.36805001E+00    0.1000E+01    1   T
1153    0.36759096E+00    0.1000E+01    1   T
1154    0.36718803E+00    0.1000E+01    1   T
1155    0.36678780E+00    0.1000E+01    1   T
1156    0.36652659E+00    0.1000E+01    1   T
1157    0.36617479E+00    0.1000E+01    1   T
1158    0.36569762E+00    0.1000E+01    1   T
1159    0.36552926E+00    0.1000E+01    1   T
1160    0.36531173E+00    0.1000E+01    1   T
1161    0.36505923E+00    0.1000E+01    1   T
1162    0.36471337E+00    0.1000E+01    1   T
1163    0.36425174E+00    0.1000E+01    1   T
1164    0.36397219E+00    0.1000E+01    1   T
1165    0.36314425E+00    0.1000E+01    1   T
1166    0.36281370E+00    0.1000E+01    1   T
1167    0.36246000E+00    0.1000E+01    1   T
1168    0.36226915E+00    0.1000E+01    1   T
1169    0.36179995E+00    0.1000E+01    1   T
1170    0.36143707E+00    0.1000E+01    1   T
1171    0.36116673E+00    0.1000E+01    1   T
1172    0.36077607E+00    0.1000E+01    1   T
1173    0.36054396E+00    0.5000E+00    2   T
1174    0.35993696E+00    0.1000E+01    1   T
1175    0.35965449E+00    0.1000E+01    1   T
1176    0.35921876E+00    0.1000E+01    1   T
1177    0.35894097E+00    0.1000E+01    1   T
1178    0.35850777E+00    0.1000E+01    1   T
1179    0.35808601E+00    0.1000E+01    1   T
1180    0.35776083E+00    0.1000E+01    1   T
1181    0.35735306E+00    0.1000E+01    1   T
1182    0.35688497E+00    0.1000E+01    1   T
1183    0.35665241E+00    0.1000E+01    1   T
1184    0.35633981E+00    0.1000E+01    1   T
1185    0.35589412E+00    0.1000E+01    1   T
1186    0.35542138E+00    0.1000E+01    1   T
1187    0.35501311E+00    0.1000E+01    1   T
1188    0.35456749E+00    0.1000E+01    1   T
1189    0.35444373E+00    0.1000E+01    1   T
1190    0.35384319E+00    0.1000E+01    1   T
1191    0.35357741E+00    0.1000E+01    1   T
1192    0.35330155E+00    0.1000E+01    1   T
1193    0.35299239E+00    0.1000E+01    1   T
1194    0.35247303E+00    0.1000E+01    1   T
1195    0.35217958E+00    0.1000E+01    1   T
1196    0.35172652E+00    0.1000E+01    1   T
1197    0.35142673E+00    0.1000E+01    1   T
1198    0.35107726E+00    0.1000E+01    1   T
1199    0.35035955E+00    0.1000E+01    1   T
1200    0.35005192E+00    0.5000E+00    2   T
1201    0.34938094E+00    0.1000E+01    1   T
1202    0.34905955E+00    0.1000E+01    1   T
1203    0.34863306E+00    0.1000E+01    1   T
1204    0.34824939E+00    0.5000E+00    2   T
1205    0.34756945E+00    0.1000E+01    1   T
1206    0.34687491E+00    0.1000E+01    1   T
1207    0.34634401E+00    0.1000E+01    1   T
1208    0.34590405E+00    0.1000E+01    1   T
1209    0.34532680E+00    0.1000E+01    1   T
1210    0.34491117E+00    0.1000E+01    1   T
1211    0.34433544E+00    0.1000E+01    1   T
1212    0.34418963E+00    0.1000E+01    1   T
1213    0.34351629E+00    0.1000E+01    1   T
1214    0.34312575E+00    0.1000E+01    1   T
1215    0.34264187E+00    0.1000E+01    1   T
1216    0.34203260E+00    0.1000E+01    1   T
1217    0.34163949E+00    0.5000E+00    2   T
1218    0.34093954E+00    0.1000E+01    1   T
1219    0.34062682E+00    0.1000E+01    1   T
1220    0.34019584E+00    0.1000E+01    1   T
1221    0.33999755E+00    0.1000E+01    1   T
1222    0.33954370E+00    0.1000E+01    1   T
1223    0.33914708E+00    0.1000E+01    1   T
1224    0.33881617E+00    0.1000E+01    1   T
1225    0.33813780E+00    0.1000E+01    1   T
1226    0.33781863E+00    0.2500E+00    3   T
1227    0.33704051E+00    0.1000E+01    1   T
1228    0.33660880E+00    0.1000E+01    1   T
1229    0.33608831E+00    0.1000E+01    1   T
1230    0.33563123E+00    0.1000E+01    1   T
1231    0.33509520E+00    0.1000E+01    1   T
1232    0.33474959E+00    0.1000E+01    1   T
1233    0.33439832E+00    0.1000E+01    1   T
1234    0.33408166E+00    0.1000E+01    1   T
1235    0.33353245E+00    0.1000E+01    1   T
1236    0.33300519E+00    0.1000E+01    1   T
1237    0.33230704E+00    0.1000E+01    1   T
1238    0.33171839E+00    0.1000E+01    1   T
1239    0.33135752E+00    0.1000E+01    1   T
1240    0.33087775E+00    0.1000E+01    1   T
1241    0.33030135E+00    0.1000E+01    1   T
1242    0.32949861E+00    0.1000E+01    1   T
1243    0.32936205E+00    0.1000E+01    1   T
1244    0.32857224E+00    0.1000E+01    1   T
1245    0.32830511E+00    0.1000E+01    1   T
1246    0.32789063E+00    0.1000E+01    1   T
1247    0.32749108E+00    0.1000E+01    1   T
1248    0.32700516E+00    0.1000E+01    1   T
1249    0.32657115E+00    0.1000E+01    1   T
1250    0.32623471E+00    0.1000E+01    1   T
1251    0.32592544E+00    0.5000E+00    2   T
1252    0.32538146E+00    0.1000E+01    1   T
1253    0.32499372E+00    0.1000E+01    1   T
1254    0.32461510E+00    0.1000E+01    1   T
1255    0.32415906E+00    0.1000E+01    1   T
1256    0.32382821E+00    0.1000E+01    1   T
1257    0.32332683E+00    0.1000E+01    1   T
1258    0.32293641E+00    0.1000E+01    1   T
1259    0.32248785E+00    0.1000E+01    1   T
1260    0.32170754E+00    0.1000E+01    1   T
1261    0.32166929E+00    0.5000E+00    2   T
1262    0.32111295E+00    0.1000E+01    1   T
1263    0.32095538E+00    0.1000E+01    1   T
1264    0.32064819E+00    0.1000E+01    1   T
1265    0.32016684E+00    0.1000E+01    1   T
1266    0.32004594E+00    0.5000E+00    2   T
1267    0.31942554E+00    0.1000E+01    1   T
1268    0.31916705E+00    0.1000E+01    1   T
1269    0.31882000E+00    0.1000E+01    1   T
1270    0.31852802E+00    0.1000E+01    1   T
1271    0.31809678E+00    0.1000E+01    1   T
1272    0.31767686E+00    0.1000E+01    1   T
1273    0.31732797E+00    0.1000E+01    1   T
1274    0.31668749E+00    0.1000E+01    1   T
1275    0.31644941E+00    0.5000E+00    2   T
1276    0.31599237E+00    0.1000E+01    1   T
1277    0.31583638E+00    0.1000E+01    1   T
1278    0.31569553E+00    0.1000E+01    1   T
1279    0.31545953E+00    0.1000E+01    1   T
1280    0.31504134E+00    0.1000E+01    1   T
1281    0.31475582E+00    0.5000E+00    2   T
1282    0.31424747E+00    0.1000E+01    1   T
1283    0.31373043E+00    0.1000E+01    1   T
1284    0.31315410E+00    0.1000E+01    1   T
1285    0.31241670E+00    0.1000E+01    1   T
1286    0.31183034E+00    0.1000E+01    1   T
1287    0.31139140E+00    0.1000E+01    1   T
1288    0.31116444E+00    0.1000E+01    1   T
1289    0.31099820E+00    0.1000E+01    1   T
1290    0.31076368E+00    0.1000E+01    1   T
1291    0.31038583E+00    0.1000E+01    1   T
1292    0.30941433E+00    0.1000E+01    1   T
1293    0.30909753E+00    0.5000E+00    2   T
1294    0.30850432E+00    0.1000E+01    1   T
1295    0.30816673E+00    0.1000E+01    1   T
1296    0.30766981E+00    0.1000E+01    1   T
1297    0.30733564E+00    0.1000E+01    1   T
1298    0.30692643E+00    0.1000E+01    1   T
1299    0.30670105E+00    0.1000E+01    1   T
1300    0.30641944E+00    0.1000E+01    1   T
1301    0.30607804E+00    0.1000E+01    1   T
1302    0.30572479E+00    0.1000E+01    1   T
1303    0.30527210E+00    0.1000E+01    1   T
1304    0.30489214E+00    0.1000E+01    1   T
1305    0.30459092E+00    0.5000E+00    2   T
1306    0.30413890E+00    0.1000E+01    1   T
1307    0.30391845E+00    0.1000E+01    1   T
1308    0.30366959E+00    0.1000E+01    1   T
1309    0.30327455E+00    0.1000E+01    1   T
1310    0.30256052E+00    0.1000E+01    1   T
1311    0.30213412E+00    0.5000E+00    2   T
1312    0.30166116E+00    0.1000E+01    1   T
1313    0.30126074E+00    0.1000E+01    1   T
1314    0.30095642E+00    0.1000E+01    1   T
1315    0.30050892E+00    0.1000E+01    1   T
1316    0.29999188E+00    0.1000E+01    1   T
1317    0.29941797E+00    0.1000E+01    1   T
1318    0.29916639E+00    0.1000E+01    1   T
1319    0.29892886E+00    0.1000E+01    1   T
1320    0.29870859E+00    0.1000E+01    1   T
1321    0.29841315E+00    0.1000E+01    1   T
1322    0.29807374E+00    0.1000E+01    1   T
1323    0.29765232E+00    0.1000E+01    1   T
1324    0.29713479E+00    0.1000E+01    1   T
1325    0.29662084E+00    0.1000E+01    1   T
1326    0.29632964E+00    0.1000E+01    1   T
1327    0.29591931E+00    0.1000E+01    1   T
1328    0.29561277E+00    0.1000E+01    1   T
1329    0.29530129E+00    0.1000E+01    1   T
1330    0.29474308E+00    0.1000E+01    1   T
1331    0.29463841E+00    0.1000E+01    1   T
1332    0.29376830E+00    0.1000E+01    1   T
1333    0.29350475E+00    0.1000E+01    1   T
1334    0.29318592E+00    0.1000E+01    1   T
1335    0.29282699E+00    0.1000E+01    1   T
1336    0.29243745E+00    0.1000E+01    1   T
1337    0.29206524E+00    0.1000E+01    1   T
1338    0.29190676E+00    0.1000E+01    1   T
1339    0.29162443E+00    0.1000E+01    1   T
1340    0.29137693E+00    0.1000E+01    1   T
1341    0.29097351E+00    0.1000E+01    1   T
1342    0.29071198E+00    0.1000E+01    1   T
1343    0.29026954E+00    0.1000E+01    1   T
1344    0.28993093E+00    0.1000E+01    1   T
1345    0.28946287E+00    0.1000E+01    1   T
1346    0.28920752E+00    0.1000E+01    1   T
1347    0.28892563E+00    0.1000E+01    1   T
1348    0.28851145E+00    0.1000E+01    1   T
1349    0.28799788E+00    0.1000E+01    1   T
1350    0.28751496E+00    0.1000E+01    1   T
1351    0.28691629E+00    0.1000E+01    1   T
1352    0.28643007E+00    0.1000E+01    1   T
1353    0.28591907E+00    0.1000E+01    1   T
1354    0.28580725E+00    0.2500E+00    3   T
1355    0.28562526E+00    0.1000E+01    1   T
1356    0.28536170E+00    0.1000E+01    1   T
1357    0.28477043E+00    0.1000E+01    1   T
1358    0.28417427E+00    0.1000E+01    1   T
1359    0.28386195E+00    0.5000E+00    2   T
1360    0.28352501E+00    0.1000E+01    1   T
1361    0.28333858E+00    0.1000E+01    1   T
1362    0.28303022E+00    0.1000E+01    1   T
1363    0.28281871E+00    0.1000E+01    1   T
1364    0.28245345E+00    0.1000E+01    1   T
1365    0.28231289E+00    0.1000E+01    1   T
1366    0.28216872E+00    0.1000E+01    1   T
1367    0.28183442E+00    0.1000E+01    1   T
1368    0.28162844E+00    0.5000E+00    2   T
1369    0.28120664E+00    0.1000E+01    1   T
1370    0.28087883E+00    0.1000E+01    1   T
1371    0.28058220E+00    0.1000E+01    1   T
1372    0.28023942E+00    0.1000E+01    1   T
1373    0.27988599E+00    0.1000E+01    1   T
1374    0.27950617E+00    0.1000E+01    1   T
1375    0.27916642E+00    0.1000E+01    1   T
1376    0.27884893E+00    0.1000E+01    1   T
1377    0.27847946E+00    0.1000E+01    1   T
1378    0.27825528E+00    0.1000E+01    1   T
1379    0.27797104E+00    0.1000E+01    1   T
1380    0.27773505E+00    0.5000E+00    2   T
1381    0.27740535E+00    0.1000E+01    1   T
1382    0.27709523E+00    0.1000E+01    1   T
1383    0.27685366E+00    0.1000E+01    1   T
1384    0.27631563E+00    0.1000E+01    1   T
1385    0.27614707E+00    0.2500E+00    3   T
1386    0.27577088E+00    0.1000E+01    1   T
1387    0.27554629E+00    0.1000E+01    1   T
1388    0.27524062E+00    0.1000E+01    1   T
1389    0.27502993E+00    0.1000E+01    1   T
1390    0.27461151E+00    0.1000E+01    1   T
1391    0.27432422E+00    0.1000E+01    1   T
1392    0.27404953E+00    0.1000E+01    1   T
1393    0.27377071E+00    0.1000E+01    1   T
1394    0.27336210E+00    0.1000E+01    1   T
1395    0.27297327E+00    0.1000E+01    1   T
1396    0.27263549E+00    0.1000E+01    1   T
1397    0.27246789E+00    0.5000E+00    2   T
1398    0.27208369E+00    0.1000E+01    1   T
1399    0.27170449E+00    0.1000E+01    1   T
1400    0.27127261E+00    0.1000E+01    1   T
1401    0.27059871E+00    0.1000E+01    1   T
1402    0.26997359E+00    0.1000E+01    1   T
1403    0.26939356E+00    0.1000E+01    1   T
1404    0.26914044E+00    0.1000E+01    1   T
1405    0.26891515E+00    0.1000E+01    1   T
1406    0.26857159E+00    0.1000E+01    1   T
1407    0.26808441E+00    0.1000E+01    1   T
1408    0.26771181E+00    0.1000E+01    1   T
1409    0.26728869E+00    0.1000E+01    1   T
1410    0.26696502E+00    0.1000E+01    1   T
1411    0.26667656E+00    0.1000E+01    1   T
1412    0.26586897E+00    0.1000E+01    1   T
1413    0.26565806E+00    0.2500E+00    3   T
1414    0.26505568E+00    0.1000E+01    1   T
1415    0.26471604E+00    0.1000E+01    1   T
1416    0.26449620E+00    0.1000E+01    1   T
1417    0.26425348E+00    0.1000E+01    1   T
1418    0.26384564E+00    0.1000E+01    1   T
1419    0.26324355E+00    0.1000E+01    1   T
1420    0.26281671E+00    0.1000E+01    1   T
1421    0.26234931E+00    0.1000E+01    1   T
1422    0.26202035E+00    0.1000E+01    1   T
1423    0.26171806E+00    0.1000E+01    1   T
1424    0.26136048E+00    0.1000E+01    1   T
1425    0.26098853E+00    0.1000E+01    1   T
1426    0.26035489E+00    0.1000E+01    1   T
1427    0.26020677E+00    0.1000E+01    1   T
1428    0.25975270E+00    0.1000E+01    1   T
1429    0.25953374E+00    0.1000E+01    1   T
1430    0.25923424E+00    0.1000E+01    1   T
1431    0.25891473E+00    0.1000E+01    1   T
1432    0.25829894E+00    0.1000E+01    1   T
1433    0.25758212E+00    0.1000E+01    1   T
1434    0.25691708E+00    0.1000E+01    1   T
1435    0.25624630E+00    0.1000E+01    1   T
1436    0.25611326E+00    0.1000E+01    1   T
1437    0.25559894E+00    0.1000E+01    1   T
1438    0.25534795E+00    0.1000E+01    1   T
1439    0.25503903E+00    0.1000E+01    1   T
1440    0.25461400E+00    0.1000E+01    1   T
1441    0.25444446E+00    0.2500E+00    3   T
1442    0.25398815E+00    0.1000E+01    1   T
1443    0.25372228E+00    0.1000E+01    1   T
1444    0.25323091E+00    0.1000E+01    1   T
1445    0.25248569E+00    0.1000E+01    1   T
1446    0.25214540E+00    0.5000E+00    2   T
1447    0.25130066E+00    0.1000E+01    1   T
1448    0.25097898E+00    0.1000E+01    1   T
1449    0.25048110E+00    0.1000E+01    1   T
1450    0.25009496E+00    0.1000E+01    1   T
1451    0.24962912E+00    0.1000E+01    1   T
1452    0.24937158E+00    0.1000E+01    1   T
1453    0.24900568E+00    0.1000E+01    1   T
1454    0.24852827E+00    0.1000E+01    1   T
1455    0.24793316E+00    0.1000E+01    1   T
1456    0.24735980E+00    0.1000E+01    1   T
1457    0.24680202E+00    0.1000E+01    1   T
1458    0.24648131E+00    0.1000E+01    1   T
1459    0.24609432E+00    0.1000E+01    1   T
1460    0.24574432E+00    0.5000E+00    2   T
1461    0.24515505E+00    0.1000E+01    1   T
1462    0.24476351E+00    0.1000E+01    1   T
1463    0.24432055E+00    0.1000E+01    1   T
1464    0.24403762E+00    0.1000E+01    1   T
1465    0.24362408E+00    0.1000E+01    1   T
1466    0.24320998E+00    0.1000E+01    1   T
1467    0.24287389E+00    0.1000E+01    1   T
1468    0.24225582E+00    0.1000E+01    1   T
1469    0.24164047E+00    0.1000E+01    1   T
1470    0.24106886E+00    0.1000E+01    1   T
1471    0.24070114E+00    0.1000E+01    1   T
1472    0.24031525E+00    0.1000E+01    1   T
1473    0.23989276E+00    0.1000E+01    1   T
1474    0.23933912E+00    0.1000E+01    1   T
1475    0.23912827E+00    0.1000E+01    1   T
1476    0.23853024E+00    0.1000E+01    1   T
1477    0.23830504E+00    0.1000E+01    1   T
1478    0.23804360E+00    0.1000E+01    1   T
1479    0.23770949E+00    0.1000E+01    1   T
1480    0.23769176E+00    0.1000E+01    1   T
1481    0.23698668E+00    0.1000E+01    1   T
1482    0.23680877E+00    0.1000E+01    1   T
1483    0.23658378E+00    0.1000E+01    1   T
1484    0.23633215E+00    0.1000E+01    1   T
1485    0.23610934E+00    0.5000E+00    2   T
1486    0.23578849E+00    0.1000E+01    1   T
1487    0.23558757E+00    0.1000E+01    1   T
1488    0.23534952E+00    0.1000E+01    1   T
1489    0.23488995E+00    0.1000E+01    1   T
1490    0.23478722E+00    0.5000E+00    2   T
1491    0.23432272E+00    0.1000E+01    1   T
1492    0.23411866E+00    0.1000E+01    1   T
1493    0.23387715E+00    0.1000E+01    1   T
1494    0.23351144E+00    0.1000E+01    1   T
1495    0.23333647E+00    0.5000E+00    2   T
1496    0.23290538E+00    0.1000E+01    1   T
1497    0.23264559E+00    0.1000E+01    1   T
1498    0.23233914E+00    0.1000E+01    1   T
1499    0.23204115E+00    0.1000E+01    1   T
1500    0.23168993E+00    0.1000E+01    1   T
1501    0.23149355E+00    0.1000E+01    1   T
1502    0.23111795E+00    0.1000E+01    1   T
1503    0.23070574E+00    0.1000E+01    1   T
1504    0.23048328E+00    0.5000E+00    2   T
1505    0.22996483E+00    0.1000E+01    1   T
1506    0.22973867E+00    0.1000E+01    1   T
1507    0.22945347E+00    0.1000E+01    1   T
1508    0.22917108E+00    0.1000E+01    1   T
1509    0.22878029E+00    0.1000E+01    1   T
1510    0.22835220E+00    0.1000E+01    1   T
1511    0.22817010E+00    0.1000E+01    1   T
1512    0.22784951E+00    0.1000E+01    1   T
1513    0.22769853E+00    0.1000E+01    1   T
1514    0.22748113E+00    0.1000E+01    1   T
1515    0.22719338E+00    0.1000E+01    1   T
1516    0.22650143E+00    0.1000E+01    1   T
1517    0.22632261E+00    0.2500E+00    3   T
1518    0.22580792E+00    0.1000E+01    1   T
1519    0.22543003E+00    0.1000E+01    1   T
1520    0.22512611E+00    0.1000E+01    1   T
1521    0.22475603E+00    0.1000E+01    1   T
1522    0.22434781E+00    0.1000E+01    1   T
1523    0.22398880E+00    0.1000E+01    1   T
1524    0.22372808E+00    0.1000E+01    1   T
1525    0.22328072E+00    0.1000E+01    1   T
1526    0.22309704E+00    0.1000E+01    1   T
1527    0.22291173E+00    0.1000E+01    1   T
1528    0.22265198E+00    0.1000E+01    1   T
1529    0.22206586E+00    0.1000E+01    1   T
1530    0.22206167E+00    0.5000E+00    2   T
1531    0.22149840E+00    0.1000E+01    1   T
1532    0.22128580E+00    0.1000E+01    1   T
1533    0.22095348E+00    0.1000E+01    1   T
1534    0.22066297E+00    0.1000E+01    1   T
1535    0.22034381E+00    0.1000E+01    1   T
1536    0.22012870E+00    0.1000E+01    1   T
1537    0.21997106E+00    0.1000E+01    1   T
1538    0.21975737E+00    0.1000E+01    1   T
1539    0.21951354E+00    0.1000E+01    1   T
1540    0.21925467E+00    0.1000E+01    1   T
1541    0.21920237E+00    0.1000E+01    1   T
1542    0.21889905E+00    0.1000E+01    1   T
1543    0.21874026E+00    0.1000E+01    1   T
1544    0.21852842E+00    0.1000E+01    1   T
1545    0.21827322E+00    0.1000E+01    1   T
1546    0.21776240E+00    0.1000E+01    1   T
1547    0.21771463E+00    0.1000E+01    1   T
1548    0.21713641E+00    0.1000E+01    1   T
1549    0.21695493E+00    0.1000E+01    1   T
1550    0.21665494E+00    0.1000E+01    1   T
1551    0.21652709E+00    0.1000E+01    1   T
1552    0.21617614E+00    0.1000E+01    1   T
1553    0.21597906E+00    0.1000E+01    1   T
1554    0.21584149E+00    0.1000E+01    1   T
1555    0.21562037E+00    0.1000E+01    1   T
1556    0.21546431E+00    0.5000E+00    2   T
1557    0.21517565E+00    0.1000E+01    1   T
1558    0.21500628E+00    0.1000E+01    1   T
1559    0.21471993E+00    0.1000E+01    1   T
1560    0.21427169E+00    0.1000E+01    1   T
1561    0.21398867E+00    0.5000E+00    2   T
1562    0.21361807E+00    0.1000E+01    1   T
1563    0.21340948E+00    0.1000E+01    1   T
1564    0.21323207E+00    0.1000E+01    1   T
1565    0.21303191E+00    0.1000E+01    1   T
1566    0.21281485E+00    0.1000E+01    1   T
1567    0.21244625E+00    0.1000E+01    1   T
1568    0.21226149E+00    0.1000E+01    1   T
1569    0.21199878E+00    0.1000E+01    1   T
1570    0.21177613E+00    0.1000E+01    1   T
1571    0.21157220E+00    0.1000E+01    1   T
1572    0.21134603E+00    0.1000E+01    1   T
1573    0.21120730E+00    0.1000E+01    1   T
1574    0.21056619E+00    0.1000E+01    1   T
1575    0.21014171E+00    0.1000E+01    1   T
1576    0.20983372E+00    0.1000E+01    1   T
1577    0.20961667E+00    0.1000E+01    1   T
1578    0.20947210E+00    0.1000E+01    1   T
1579    0.20925976E+00    0.1000E+01    1   T
1580    0.20884793E+00    0.1000E+01    1   T
1581    0.20854460E+00    0.1000E+01    1   T
1582    0.20810034E+00    0.1000E+01    1   T
1583    0.20787737E+00    0.1000E+01    1   T
1584    0.20764226E+00    0.1000E+01    1   T
1585    0.20756712E+00    0.1000E+01    1   T
1586    0.20724890E+00    0.1000E+01    1   T
1587    0.20701938E+00    0.1000E+01    1   T
1588    0.20685876E+00    0.1000E+01    1   T
1589    0.20668039E+00    0.1000E+01    1   T
1590    0.20626486E+00    0.1000E+01    1   T
1591    0.20612095E+00    0.1000E+01    1   T
1592    0.20567967E+00    0.1000E+01    1   T
1593    0.20545066E+00    0.1000E+01    1   T
1594    0.20515999E+00    0.1000E+01    1   T
1595    0.20510166E+00    0.1000E+01    1   T
1596    0.20475615E+00    0.1000E+01    1   T
1597    0.20461736E+00    0.1000E+01    1   T
1598    0.20440984E+00    0.1000E+01    1   T
1599    0.20405292E+00    0.1000E+01    1   T
1600    0.20386094E+00    0.1000E+01    1   T
1601    0.20337089E+00    0.1000E+01    1   T
1602    0.20323785E+00    0.1000E+01    1   T
1603    0.20302761E+00    0.1000E+01    1   T
1604    0.20270755E+00    0.1000E+01    1   T
1605    0.20226423E+00    0.1000E+01    1   T
1606    0.20178506E+00    0.1000E+01    1   T
1607    0.20150243E+00    0.1000E+01    1   T
1608    0.20125175E+00    0.1000E+01    1   T
1609    0.20102155E+00    0.1000E+01    1   T
1610    0.20053478E+00    0.1000E+01    1   T
1611    0.20035281E+00    0.5000E+00    2   T
1612    0.20015011E+00    0.1000E+01    1   T
1613    0.20001770E+00    0.1000E+01    1   T
1614    0.19983733E+00    0.1000E+01    1   T
1615    0.19936629E+00    0.1000E+01    1   T
1616    0.19899106E+00    0.1000E+01    1   T
1617    0.19874595E+00    0.1000E+01    1   T
1618    0.19860332E+00    0.1000E+01    1   T
1619    0.19839507E+00    0.1000E+01    1   T
1620    0.19815586E+00    0.1000E+01    1   T
1621    0.19790669E+00    0.1000E+01    1   T
1622    0.19755595E+00    0.1000E+01    1   T
1623    0.19691567E+00    0.1000E+01    1   T
1624    0.19690104E+00    0.5000E+00    2   T
1625    0.19643701E+00    0.1000E+01    1   T
1626    0.19632932E+00    0.1000E+01    1   T
1627    0.19610545E+00    0.1000E+01    1   T
1628    0.19577381E+00    0.1000E+01    1   T
1629    0.19567563E+00    0.1000E+01    1   T
1630    0.19534357E+00    0.1000E+01    1   T
1631    0.19524822E+00    0.1000E+01    1   T
1632    0.19513451E+00    0.1000E+01    1   T
1633    0.19484802E+00    0.1000E+01    1   T
1634    0.19429258E+00    0.1000E+01    1   T
1635    0.19427571E+00    0.5000E+00    2   T
1636    0.19362902E+00    0.1000E+01    1   T
1637    0.19343014E+00    0.1000E+01    1   T
1638    0.19327469E+00    0.1000E+01    1   T
1639    0.19309979E+00    0.1000E+01    1   T
1640    0.19293256E+00    0.1000E+01    1   T
1641    0.19259796E+00    0.1000E+01    1   T
1642    0.19238195E+00    0.1000E+01    1   T
1643    0.19235801E+00    0.1000E+01    1   T
1644    0.19199037E+00    0.1000E+01    1   T
1645    0.19190399E+00    0.1000E+01    1   T
1646    0.19168490E+00    0.1000E+01    1   T
1647    0.19133111E+00    0.1000E+01    1   T
1648    0.19069570E+00    0.1000E+01    1   T
1649    0.19050940E+00    0.2500E+00    3   T
1650    0.19013544E+00    0.1000E+01    1   T
1651    0.18995252E+00    0.1000E+01    1   T
1652    0.18975109E+00    0.1000E+01    1   T
1653    0.18944498E+00    0.1000E+01    1   T
1654    0.18924163E+00    0.5000E+00    2   T
1655    0.18891168E+00    0.1000E+01    1   T
1656    0.18873613E+00    0.1000E+01    1   T
1657    0.18854578E+00    0.1000E+01    1   T
