# epoch  line-search objective  step  its  ok
2789    0.64611944E-01    0.1000E+01    1   T
2790    0.64529587E-01    0.1000E+01    1   T
2791    0.64472463E-01    0.1000E+01    1   T
2792    0.64414359E-01    0.1000E+01    1   T
2793    0.64392205E-01    0.1000E+01    1   T
2794    0.64303463E-01    0.1000E+01    1   T
2795    0.64277877E-01    0.1000E+01    1   T
2796    0.64257686E-01    0.1000E+01    1   T
2797    0.64227983E-01    0.1000E+01    1   T
2798    0.64214880E-01    0.1000E+01    1   T
2799    0.64174238E-01    0.1000E+01    1   T
2800    0.64156774E-01    0.1000E+01    1   T
2801    0.64132673E-01    0.1000E+01    1   T
2802    0.64102237E-01    0.1000E+01    1   T
2803    0.64059992E-01    0.1000E+01    1   T
2804    0.64005553E-01    0.1000E+01    1   T
2805    0.63938560E-01    0.1000E+01    1   T
2806    0.63862765E-01    0.1000E+01    1   T
2807    0.63847234E-01    0.5000E+00    2   T
2808    0.63774687E-01    0.1000E+01    1   T
2809    0.63749674E-01    0.1000E+01    1   T
2810    0.63713277E-01    0.1000E+01    1   T
2811    0.63662236E-01    0.1000E+01    1   T
2812    0.63617627E-01    0.1000E+01    1   T
2813    0.63581221E-01    0.1000E+01    1   T
2814    0.63552705E-01    0.1000E+01    1   T
2815    0.63519584E-01    0.1000E+01    1   T
2816    0.63455146E-01    0.1000E+01    1   T
2817    0.63415509E-01    0.1000E+01    1   T
2818    0.63365409E-01    0.1000E+01    1   T
2819    0.63330488E-01    0.1000E+01    1   T
2820    0.63292671E-01    0.1000E+01    1   T
2821    0.63235227E-01    0.1000E+01    1   T
2822    0.63194605E-01    0.1000E+01    1   T
2823    0.63156938E-01    0.1000E+01    1   T
2824    0.63117040E-01    0.1000E+01    1   T
2825    0.63075484E-01    0.1000E+01    1   T
2826    0.62986618E-01    0.1000E+01    1   T
2827    0.62911271E-01    0.1000E+01    1   T
2828    0.62858948E-01    0.1000E+01    1   T
2829    0.62796989E-01    0.1000E+01    1   T
2830    0.62735561E-01    0.1000E+01    1   T
2831    0.62654113E-01    0.1000E+01    1   T
2832    0.62614643E-01    0.1000E+01    1   T
2833    0.62573355E-01    0.1000E+01    1   T
2834    0.62538885E-01    0.1000E+01    1   T
2835    0.62491250E-01    0.1000E+01    1   T
2836    0.62443702E-01    0.1000E+01    1   T
2837    0.62391206E-01    0.1000E+01    1   T
2838    0.62362227E-01    0.1000E+01    1   T
2839    0.62309696E-01    0.1000E+01    1   T
2840    0.62271670E-01    0.1000E+01    1   T
2841    0.62224801E-01    0.1000E+01    1   T
2842    0.62185253E-01    0.1000E+01    1   T
2843    0.62143749E-01    0.1000E+01    1   T
2844    0.62121970E-01    0.1000E+01    1   T
2845    0.62068579E-01    0.1000E+01    1   T
2846    0.62035632E-01    0.1000E+01    1   T
2847    0.62017838E-01    0.1000E+01    1   T
2848    0.61987282E-01    0.1000E+01    1   T
2849    0.61985262E-01    0.1000E+01    1   T
2850    0.61909082E-01    0.1000E+01    1   T
2851    0.61896127E-01    0.1000E+01    1   T
2852    0.61873917E-01    0.1000E+01    1   T
2853    0.61839205E-01    0.1000E+01    1   T
2854    0.61797883E-01    0.1000E+01    1   T
2855    0.61762956E-01    0.1000E+01    1   T
2856    0.61722874E-01    0.1000E+01    1   T
2857    0.61687279E-01    0.1000E+01    1   T
2858    0.61660590E-01    0.1000E+01    1   T
2859    0.61636467E-01    0.1000E+01    1   T
2860    0.61607530E-01    0.1000E+01    1   T
2861    0.61565193E-01    0.1000E+01    1   T
2862    0.61466339E-01    0.1000E+01    1   T
2863    0.61410356E-01    0.1000E+01    1   T
2864    0.61338923E-01    0.1000E+01    1   T
2865    0.61258283E-01    0.1000E+01    1   T
2866    0.61187053E-01    0.1000E+01    1   T
2867    0.61107032E-01    0.1000E+01    1   T
2868    0.61048455E-01    0.1000E+01    1   T
2869    0.61011543E-01    0.1000E+01    1   T
2870    0.60969261E-01    0.1000E+01    1   T
2871    0.60912340E-01    0.1000E+01    1   T
2872    0.60842627E-01    0.1000E+01    1   T
2873    0.60793397E-01    0.1000E+01    1   T
2874    0.60747081E-01    0.1000E+01    1   T
2875    0.60698617E-01    0.1000E+01    1   T
2876    0.60619218E-01    0.1000E+01    1   T
2877    0.60552083E-01    0.1000E+01    1   T
2878    0.60511644E-01    0.1000E+01    1   T
2879    0.60496694E-01    0.1000E+01    1   T
2880    0.60456672E-01    0.1000E+01    1   T
2881    0.60417249E-01    0.1000E+01    1   T
2882    0.60368540E-01    0.1000E+01    1   T
2883    0.60305381E-01    0.1000E+01    1   T
2884    0.60265076E-01    0.5000E+00    2   T
2885    0.60164577E-01    0.1000E+01    1   T
2886    0.60119958E-01    0.1000E+01    1   T
2887    0.60088129E-01    0.1000E+01    1   T
2888    0.60047660E-01    0.1000E+01    1   T
2889    0.60025599E-01    0.5000E+00    2   T
2890    0.59996568E-01    0.1000E+01    1   T
2891    0.59982804E-01    0.1000E+01    1   T
2892    0.59953441E-01    0.1000E+01    1   T
2893    0.59931291E-01    0.1000E+01    1   T
2894    0.59860485E-01    0.1000E+01    1   T
2895    0.59818981E-01    0.1000E+01    1   T
2896    0.59786788E-01    0.1000E+01    1   T
2897    0.59749308E-01    0.1000E+01    1   T
2898    0.59748706E-01    0.1000E+01    1   T
2899    0.59675343E-01    0.1000E+01    1   T
2900    0.59666060E-01    0.1000E+01    1   T
2901    0.59632213E-01    0.1000E+01    1   T
2902    0.59591390E-01    0.1000E+01    1   T
2903    0.59560086E-01    0.1000E+01    1   T
2904    0.59528848E-01    0.1000E+01    1   T
2905    0.59489956E-01    0.1000E+01    1   T
2906    0.59446744E-01    0.1000E+01    1   T
2907    0.59400437E-01    0.1000E+01    1   T
2908    0.59340822E-01    0.1000E+01    1   T
2909    0.59312073E-01    0.1000E+01    1   T
2910    0.59271339E-01    0.1000E+01    1   T
2911    0.59260319E-01    0.1000E+01    1   T
2912    0.59213937E-01    0.1000E+01    1   T
2913    0.59183977E-01    0.1000E+01    1   T
2914    0.59152486E-01    0.1000E+01    1   T
2915    0.59099322E-01    0.1000E+01    1   T
2916    0.59033699E-01    0.1000E+01    1   T
2917    0.58968945E-01    0.1000E+01    1   T
2918    0.58922609E-01    0.1000E+01    1   T
2919    0.58887151E-01    0.1000E+01    1   T
2920    0.58845455E-01    0.1000E+01    1   T
2921    0.58783147E-01    0.1000E+01    1   T
2922    0.58700089E-01    0.1000E+01    1   T
2923    0.58680951E-01    0.5000E+00    2   T
2924    0.58612977E-01    0.1000E+01    1   T
2925    0.58586214E-01    0.1000E+01    1   T
2926    0.58548664E-01    0.1000E+01    1   T
2927    0.58504031E-01    0.1000E+01    1   T
2928    0.58496650E-01    0.1000E+01    1   T
2929    0.58441259E-01    0.1000E+01    1   T
2930    0.58427129E-01    0.1000E+01    1   T
2931    0.58402518E-01    0.1000E+01    1   T
2932    0.58388210E-01    0.5000E+00    2   T
2933    0.58358839E-01    0.1000E+01    1   T
2934    0.58331401E-01    0.1000E+01    1   T
2935    0.58303362E-01    0.1000E+01    1   T
2936    0.58265824E-01    0.1000E+01    1   T
2937    0.58222166E-01    0.1000E+01    1   T
2938    0.58196461E-01    0.1000E+01    1   T
2939    0.58161387E-01    0.1000E+01    1   T
2940    0.58122783E-01    0.1000E+01    1   T
2941    0.58055465E-01    0.1000E+01    1   T
2942    0.58049330E-01    0.1250E+00    4   T
2943    0.58013984E-01    0.1000E+01    1   T
2944    0.57990818E-01    0.1000E+01    1   T
2945    0.57948380E-01    0.1000E+01    1   T
2946    0.57909510E-01    0.1000E+01    1   T
2947    0.57885366E-01    0.1000E+01    1   T
2948    0.57849327E-01    0.1000E+01    1   T
2949    0.57829994E-01    0.1000E+01    1   T
2950    0.57803846E-01    0.1000E+01    1   T
2951    0.57771425E-01    0.1000E+01    1   T
2952    0.57732426E-01    0.1000E+01    1   T
2953    0.57692625E-01    0.1000E+01    1   T
2954    0.57646743E-01    0.1000E+01    1   T
2955    0.57603719E-01    0.1000E+01    1   T
2956    0.57567231E-01    0.1000E+01    1   T
2957    0.57499811E-01    0.1000E+01    1   T
2958    0.57458771E-01    0.1000E+01    1   T
2959    0.57423238E-01    0.1000E+01    1   T
2960    0.57364248E-01    0.1000E+01    1   T
2961    0.57325202E-01    0.1000E+01    1   T
2962    0.57270513E-01    0.1000E+01    1   T
2963    0.57266096E-01    0.1000E+01    1   T
2964    0.57217056E-01    0.1000E+01    1   T
2965    0.57202124E-01    0.1000E+01    1   T
2966    0.57169427E-01    0.1000E+01    1   T
2967    0.57131223E-01    0.1000E+01    1   T
2968    0.57119029E-01    0.1000E+01    1   T
2969    0.57041541E-01    0.1000E+01    1   T
2970    0.57016182E-01    0.1000E+01    1   T
2971    0.56983646E-01    0.1000E+01    1   T
2972    0.56969985E-01    0.1000E+01    1   T
2973    0.56938797E-01    0.1000E+01    1   T
2974    0.56914454E-01    0.1000E+01    1   T
2975    0.56889813E-01    0.1000E+01    1   T
2976    0.56874271E-01    0.5000E+00    2   T
2977    0.56847589E-01    0.1000E+01    1   T
2978    0.56816508E-01    0.1000E+01    1   T
2979    0.56794653E-01    0.1000E+01    1   T
2980    0.56779082E-01    0.1000E+01    1   T
2981    0.56750990E-01    0.1000E+01    1   T
2982    0.56731753E-01    0.1000E+01    1   T
2983    0.56705069E-01    0.1000E+01    1   T
2984    0.56676653E-01    0.1000E+01    1   T
2985    0.56659631E-01    0.5000E+00    2   T
2986    0.56637247E-01    0.1000E+01    1   T
2987    0.56616718E-01    0.1000E+01    1   T
2988    0.56586194E-01    0.1000E+01    1   T
2989    0.56534019E-01    0.1000E+01    1   T
2990    0.56465209E-01    0.1000E+01    1   T
2991    0.56428070E-01    0.5000E+00    2   T
2992    0.56396838E-01    0.1000E+01    1   T
2993    0.56373739E-01    0.1000E+01    1   T
2994    0.56349077E-01    0.1000E+01    1   T
2995    0.56308254E-01    0.1000E+01    1   T
2996    0.56269245E-01    0.1000E+01    1   T
2997    0.56235641E-01    0.1000E+01    1   T
2998    0.56196033E-01    0.1000E+01    1   T
2999    0.56161992E-01    0.1000E+01    1   T
3000    0.56110258E-01    0.1000E+01    1   T
3001    0.56063548E-01    0.1000E+01    1   T
3002    0.56029885E-01    0.1000E+01    1   T
3003    0.55991013E-01    0.1000E+01    1   T
3004    0.55962459E-01    0.1000E+01    1   T
3005    0.55935562E-01    0.1000E+01    1   T
3006    0.55903365E-01    0.1000E+01    1   T
3007    0.55887765E-01    0.1000E+01    1   T
3008    0.55867624E-01    0.1000E+01    1   T
3009    0.55819567E-01    0.1000E+01    1   T
3010    0.55789303E-01    0.1000E+01    1   T
3011    0.55746322E-01    0.1000E+01    1   T
3012    0.55714059E-01    0.1000E+01    1   T
3013    0.55658461E-01    0.1000E+01    1   T
3014    0.55624274E-01    0.1000E+01    1   T
3015    0.55591965E-01    0.1000E+01    1   T
3016    0.55541725E-01    0.1000E+01    1   T
3017    0.55505748E-01    0.1000E+01    1   T
3018    0.55465525E-01    0.1000E+01    1   T
3019    0.55442947E-01    0.1000E+01    1   T
3020    0.55424709E-01    0.1000E+01    1   T
3021    0.55394309E-01    0.1000E+01    1   T
3022    0.55367168E-01    0.1000E+01    1   T
3023    0.55350676E-01    0.1000E+01    1   T
3024    0.55335004E-01    0.1000E+01    1   T
3025    0.55311245E-01    0.1000E+01    1   T
3026    0.55269707E-01    0.1000E+01    1   T
3027    0.55257749E-01    0.1000E+01    1   T
3028    0.55209382E-01    0.1000E+01    1   T
3029    0.55192782E-01    0.1000E+01    1   T
3030    0.55159695E-01    0.1000E+01    1   T
3031    0.55123579E-01    0.1000E+01    1   T
3032    0.55102141E-01    0.1000E+01    1   T
3033    0.55064534E-01    0.1000E+01    1   T
3034    0.55048171E-01    0.1000E+01    1   T
3035    0.55024857E-01    0.1000E+01    1   T
3036    0.54977748E-01    0.1000E+01    1   T
3037    0.54946660E-01    0.5000E+00    2   T
3038    0.54894427E-01    0.1000E+01    1   T
3039    0.54853109E-01    0.1000E+01    1   T
3040    0.54816746E-01    0.1000E+01    1   T
3041    0.54792521E-01    0.1000E+01    1   T
3042    0.54762165E-01    0.1000E+01    1   T
3043    0.54730594E-01    0.1000E+01    1   T
3044    0.54682114E-01    0.1000E+01    1   T
3045    0.54639797E-01    0.1000E+01    1   T
3046    0.54611868E-01    0.1000E+01    1   T
3047    0.54571240E-01    0.1000E+01    1   T
3048    0.54550663E-01    0.1000E+01    1   T
3049    0.54515016E-01    0.1000E+01    1   T
3050    0.54465282E-01    0.1000E+01    1   T
3051    0.54432468E-01    0.1000E+01    1   T
3052    0.54413861E-01    0.1000E+01    1   T
3053    0.54359531E-01    0.1000E+01    1   T
3054    0.54340089E-01    0.1000E+01    1   T
3055    0.54312482E-01    0.1000E+01    1   T
3056    0.54267861E-01    0.1000E+01    1   T
3057    0.54241739E-01    0.1000E+01    1   T
3058    0.54155132E-01    0.1000E+01    1   T
3059    0.54126939E-01    0.1000E+01    1   T
3060    0.54090378E-01    0.1000E+01    1   T
3061    0.54053837E-01    0.1000E+01    1   T
3062    0.54007698E-01    0.1000E+01    1   T
3063    0.53978628E-01    0.1000E+01    1   T
3064    0.53964296E-01    0.5000E+00    2   T
3065    0.53943330E-01    0.1000E+01    1   T
3066    0.53927653E-01    0.1000E+01    1   T
3067    0.53895913E-01    0.1000E+01    1   T
3068    0.53867613E-01    0.1000E+01    1   T
3069    0.53806807E-01    0.1000E+01    1   T
3070    0.53783355E-01    0.1000E+01    1   T
3071    0.53752542E-01    0.1000E+01    1   T
3072    0.53740655E-01    0.1000E+01    1   T
3073    0.53732161E-01    0.1000E+01    1   T
3074    0.53708367E-01    0.1000E+01    1   T
3075    0.53678167E-01    0.1000E+01    1   T
3076    0.53627262E-01    0.1000E+01    1   T
3077    0.53613297E-01    0.2500E+00    3   T
3078    0.53586704E-01    0.1000E+01    1   T
3079    0.53574114E-01    0.1000E+01    1   T
3080    0.53564382E-01    0.1000E+01    1   T
3081    0.53542800E-01    0.1000E+01    1   T
3082    0.53509256E-01    0.1000E+01    1   T
3083    0.53508733E-01    0.5000E+00    2   T
3084    0.53464899E-01    0.1000E+01    1   T
3085    0.53448856E-01    0.1000E+01    1   T
3086    0.53423056E-01    0.1000E+01    1   T
3087    0.53386477E-01    0.1000E+01    1   T
3088    0.53310406E-01    0.1000E+01    1   T
3089    0.53285168E-01    0.5000E+00    2   T
3090    0.53237531E-01    0.1000E+01    1   T
3091    0.53219123E-01    0.1000E+01    1   T
3092    0.53197368E-01    0.1000E+01    1   T
3093    0.53167011E-01    0.1000E+01    1   T
3094    0.53139719E-01    0.1000E+01    1   T
3095    0.53120476E-01    0.1000E+01    1   T
3096    0.53100920E-01    0.1000E+01    1   T
3097    0.53086742E-01    0.1000E+01    1   T
3098    0.53035212E-01    0.1000E+01    1   T
3099    0.53029340E-01    0.1000E+01    1   T
3100    0.52975287E-01    0.1000E+01    1   T
3101    0.52951282E-01    0.1000E+01    1   T
3102    0.52912185E-01    0.1000E+01    1   T
3103    0.52881464E-01    0.1000E+01    1   T
3104    0.52842305E-01    0.1000E+01    1   T
3105    0.52811308E-01    0.1000E+01    1   T
3106    0.52793581E-01    0.1000E+01    1   T
3107    0.52769011E-01    0.1000E+01    1   T
3108    0.52735378E-01    0.1000E+01    1   T
3109    0.52699317E-01    0.1000E+01    1   T
3110    0.52670084E-01    0.1000E+01    1   T
3111    0.52624878E-01    0.1000E+01    1   T
3112    0.52580348E-01    0.1000E+01    1   T
3113    0.52579305E-01    0.5000E+00    2   T
3114    0.52544883E-01    0.1000E+01    1   T
3115    0.52530491E-01    0.1000E+01    1   T
3116    0.52500078E-01    0.1000E+01    1   T
3117    0.52464769E-01    0.1000E+01    1   T
3118    0.52456034E-01    0.1000E+01    1   T
3119    0.52391933E-01    0.1000E+01    1   T
3120    0.52376674E-01    0.1000E+01    1   T
3121    0.52364621E-01    0.1000E+01    1   T
3122    0.52334669E-01    0.1000E+01    1   T
3123    0.52298845E-01    0.1000E+01    1   T
3124    0.52232431E-01    0.1000E+01    1   T
3125    0.52208051E-01    0.5000E+00    2   T
3126    0.52154052E-01    0.1000E+01    1   T
3127    0.52122308E-01    0.1000E+01    1   T
3128    0.52091789E-01    0.1000E+01    1   T
3129    0.52045078E-01    0.1000E+01    1   T
3130    0.52004854E-01    0.1000E+01    1   T
3131    0.51980789E-01    0.1000E+01    1   T
3132    0.51953450E-01    0.1000E+01    1   T
3133    0.51919533E-01    0.1000E+01    1   T
3134    0.51873757E-01    0.1000E+01    1   T
3135    0.51800726E-01    0.1000E+01    1   T
3136    0.51788950E-01    0.1000E+01    1   T
3137    0.51746629E-01    0.1000E+01    1   T
3138    0.51726386E-01    0.1000E+01    1   T
3139    0.51696565E-01    0.1000E+01    1   T
3140    0.51664264E-01    0.1000E+01    1   T
3141    0.51608160E-01    0.1000E+01    1   T
3142    0.51594824E-01    0.5000E+00    2   T
3143    0.51550819E-01    0.1000E+01    1   T
3144    0.51535215E-01    0.1000E+01    1   T
3145    0.51512572E-01    0.1000E+01    1   T
3146    0.51475247E-01    0.1000E+01    1   T
3147    0.51452654E-01    0.1000E+01    1   T
3148    0.51403114E-01    0.1000E+01    1   T
3149    0.51374554E-01    0.1000E+01    1   T
3150    0.51355869E-01    0.1000E+01    1   T
3151    0.51332170E-01    0.1000E+01    1   T
3152    0.51308800E-01    0.1000E+01    1   T
3153    0.51270836E-01    0.1000E+01    1   T
3154    0.51246425E-01    0.1000E+01    1   T
3155    0.51203748E-01    0.1000E+01    1   T
3156    0.51192245E-01    0.1000E+01    1   T
3157    0.51156082E-01    0.1000E+01    1   T
3158    0.51145623E-01    0.1000E+01    1   T
3159    0.51136877E-01    0.1000E+01    1   T
3160    0.51117812E-01    0.1000E+01    1   T
3161    0.51073409E-01    0.1000E+01    1   T
3162    0.51072484E-01    0.1000E+01    1   T
3163    0.51011916E-01    0.1000E+01    1   T
3164    0.50994450E-01    0.1000E+01    1   T
3165    0.50975538E-01    0.1000E+01    1   T
3166    0.50964562E-01    0.1000E+01    1   T
3167    0.50950770E-01    0.1000E+01    1   T
3168    0.50938314E-01    0.1000E+01    1   T
3169    0.50924435E-01    0.1000E+01    1   T
3170    0.50893705E-01    0.1000E+01    1   T
3171    0.50879239E-01    0.5000E+00    2   T
3172    0.50852669E-01    0.1000E+01    1   T
3173    0.50832279E-01    0.1000E+01    1   T
3174    0.50808708E-01    0.1000E+01    1   T
3175    0.50784212E-01    0.1000E+01    1   T
3176    0.50750627E-01    0.1000E+01    1   T
3177    0.50725223E-01    0.1000E+01    1   T
3178    0.50703015E-01    0.1000E+01    1   T
3179    0.50681063E-01    0.1000E+01    1   T
3180    0.50656561E-01    0.1000E+01    1   T
3181    0.50631340E-01    0.1000E+01    1   T
3182    0.50606613E-01    0.1000E+01    1   T
3183    0.50578075E-01    0.1000E+01    1   T
3184    0.50547826E-01    0.1000E+01    1   T
3185    0.50535049E-01    0.1000E+01    1   T
3186    0.50493003E-01    0.1000E+01    1   T
3187    0.50480375E-01    0.1000E+01    1   T
3188    0.50456260E-01    0.1000E+01    1   T
3189    0.50434788E-01    0.1000E+01    1   T
3190    0.50413443E-01    0.5000E+00    2   T
3191    0.50375225E-01    0.1000E+01    1   T
3192    0.50352956E-01    0.1000E+01    1   T
3193    0.50336076E-01    0.1000E+01    1   T
3194    0.50317918E-01    0.1000E+01    1   T
3195    0.50303783E-01    0.1000E+01    1   T
3196    0.50285444E-01    0.1000E+01    1   T
3197    0.50256757E-01    0.1000E+01    1   T
3198    0.50225387E-01    0.1000E+01    1   T
3199    0.50207786E-01    0.1000E+01    1   T
3200    0.50190595E-01    0.1000E+01    1   T
3201    0.50184237E-01    0.1000E+01    1   T
3202    0.50173309E-01    0.1000E+01    1   T
3203    0.50151686E-01    0.1000E+01    1   T
3204    0.50116074E-01    0.1000E+01    1   T
3205    0.50104004E-01    0.5000E+00    2   T
3206    0.50074914E-01    0.1000E+01    1   T
3207    0.50061219E-01    0.1000E+01    1   T
3208    0.50046361E-01    0.1000E+01    1   T
3209    0.50019004E-01    0.1000E+01    1   T
3210    0.50006877E-01    0.5000E+00    2   T
3211    0.49986132E-01    0.1000E+01    1   T
3212    0.49974936E-01    0.1000E+01    1   T
3213    0.49961081E-01    0.1000E+01    1   T
3214    0.49931129E-01    0.1000E+01    1   T
3215    0.49914773E-01    0.1000E+01    1   T
3216    0.49872746E-01    0.1000E+01    1   T
3217    0.49857311E-01    0.1000E+01    1   T
3218    0.49842697E-01    0.1000E+01    1   T
3219    0.49824177E-01    0.1000E+01    1   T
3220    0.49795792E-01    0.1000E+01    1   T
3221    0.49773649E-01    0.1000E+01    1   T
3222    0.49756086E-01    0.1000E+01    1   T
3223    0.49743459E-01    0.1000E+01    1   T
3224    0.49728413E-01    0.1000E+01    1   T
3225    0.49693852E-01    0.1000E+01    1   T
3226    0.49684908E-01    0.1000E+01    1   T
3227    0.49649651E-01    0.1000E+01    1   T
3228    0.49636241E-01    0.1000E+01    1   T
3229    0.49619775E-01    0.1000E+01    1   T
3230    0.49614816E-01    0.1000E+01    1   T
3231    0.49585872E-01    0.1000E+01    1   T
3232    0.49570402E-01    0.1000E+01    1   T
3233    0.49553083E-01    0.1000E+01    1   T
3234    0.49549095E-01    0.1000E+01    1   T
3235    0.49532699E-01    0.1000E+01    1   T
3236    0.49522558E-01    0.1000E+01    1   T
3237    0.49508279E-01    0.1000E+01    1   T
3238    0.49494088E-01    0.1000E+01    1   T
3239    0.49476722E-01    0.1000E+01    1   T
3240    0.49459410E-01    0.1000E+01    1   T
3241    0.49437591E-01    0.1000E+01    1   T
3242    0.49421930E-01    0.1000E+01    1   T
3243    0.49413072E-01    0.1000E+01    1   T
3244    0.49392979E-01    0.1000E+01    1   T
3245    0.49378793E-01    0.1000E+01    1   T
3246    0.49367953E-01    0.1000E+01    1   T
3247    0.49349578E-01    0.1000E+01    1   T
3248    0.49310494E-01    0.1000E+01    1   T
3249    0.49297108E-01    0.5000E+00    2   T
3250    0.49277270E-01    0.1000E+01    1   T
3251    0.49268327E-01    0.1000E+01    1   T
3252    0.49257835E-01    0.1000E+01    1   T
3253    0.49229064E-01    0.1000E+01    1   T
3254    0.49217356E-01    0.5000E+00    2   T
3255    0.49185958E-01    0.1000E+01    1   T
3256    0.49166440E-01    0.1000E+01    1   T
3257    0.49148881E-01    0.1000E+01    1   T
3258    0.49125922E-01    0.1000E+01    1   T
3259    0.49118921E-01    0.5000E+00    2   T
3260    0.49084162E-01    0.1000E+01    1   T
3261    0.49068881E-01    0.1000E+01    1   T
3262    0.49048760E-01    0.1000E+01    1   T
3263    0.49012507E-01    0.1000E+01    1   T
3264    0.48995925E-01    0.5000E+00    2   T
3265    0.48958484E-01    0.1000E+01    1   T
3266    0.48941567E-01    0.1000E+01    1   T
3267    0.48914469E-01    0.1000E+01    1   T
3268    0.48893968E-01    0.1000E+01    1   T
3269    0.48865262E-01    0.1000E+01    1   T
3270    0.48848799E-01    0.1000E+01    1   T
3271    0.48833176E-01    0.1000E+01    1   T
3272    0.48795867E-01    0.1000E+01    1   T
3273    0.48781418E-01    0.5000E+00    2   T
3274    0.48757664E-01    0.1000E+01    1   T
3275    0.48742541E-01    0.1000E+01    1   T
3276    0.48720527E-01    0.1000E+01    1   T
3277    0.48684072E-01    0.1000E+01    1   T
3278    0.48658742E-01    0.1000E+01    1   T
3279    0.48636091E-01    0.1000E+01    1   T
3280    0.48625673E-01    0.1000E+01    1   T
3281    0.48619065E-01    0.1000E+01    1   T
3282    0.48604879E-01    0.1000E+01    1   T
3283    0.48578217E-01    0.1000E+01    1   T
3284    0.48569355E-01    0.5000E+00    2   T
3285    0.48555812E-01    0.1000E+01    1   T
3286    0.48545194E-01    0.1000E+01    1   T
3287    0.48531546E-01    0.1000E+01    1   T
3288    0.48512275E-01    0.1000E+01    1   T
3289    0.48493201E-01    0.1000E+01    1   T
3290    0.48480578E-01    0.1000E+01    1   T
3291    0.48461089E-01    0.1000E+01    1   T
3292    0.48444927E-01    0.1000E+01    1   T
3293    0.48426697E-01    0.1000E+01    1   T
3294    0.48410006E-01    0.1000E+01    1   T
3295    0.48397372E-01    0.1000E+01    1   T
3296    0.48387015E-01    0.1000E+01    1   T
3297    0.48359067E-01    0.1000E+01    1   T
3298    0.48339644E-01    0.1000E+01    1   T
3299    0.48310239E-01    0.1000E+01    1   T
3300    0.48279082E-01    0.1000E+01    1   T
3301    0.48261042E-01    0.1000E+01    1   T
3302    0.48221232E-01    0.1000E+01    1   T
3303    0.48217853E-01    0.5000E+00    2   T
3304    0.48192634E-01    0.1000E+01    1   T
3305    0.48185401E-01    0.1000E+01    1   T
3306    0.48167260E-01    0.1000E+01    1   T
3307    0.48137200E-01    0.1000E+01    1   T
3308    0.48121036E-01    0.5000E+00    2   T
3309    0.48089935E-01    0.1000E+01    1   T
3310    0.48073835E-01    0.1000E+01    1   T
3311    0.48055534E-01    0.1000E+01    1   T
3312    0.48028004E-01    0.1000E+01    1   T
3313    0.48000553E-01    0.1000E+01    1   T
3314    0.47974841E-01    0.1000E+01    1   T
3315    0.47943474E-01    0.1000E+01    1   T
3316    0.47924609E-01    0.1000E+01    1   T
3317    0.47891273E-01    0.1000E+01    1   T
3318    0.47826894E-01    0.1000E+01    1   T
3319    0.47799951E-01    0.1000E+01    1   T
3320    0.47765066E-01    0.1000E+01    1   T
3321    0.47751609E-01    0.1000E+01    1   T
3322    0.47742609E-01    0.1000E+01    1   T
3323    0.47729654E-01    0.1000E+01    1   T
3324    0.47714012E-01    0.1000E+01    1   T
3325    0.47700434E-01    0.1000E+01    1   T
3326    0.47680196E-01    0.1000E+01    1   T
3327    0.47668170E-01    0.1000E+01    1   T
3328    0.47646963E-01    0.1000E+01    1   T
3329    0.47634960E-01    0.1000E+01    1   T
3330    0.47621121E-01    0.1000E+01    1   T
3331    0.47595207E-01    0.1000E+01    1   T
3332    0.47592720E-01    0.1000E+01    1   T
3333    0.47547466E-01    0.1000E+01    1   T
3334    0.47537005E-01    0.1000E+01    1   T
3335    0.47522875E-01    0.1000E+01    1   T
3336    0.47505264E-01    0.1000E+01    1   T
3337    0.47479669E-01    0.1000E+01    1   T
3338    0.47454726E-01    0.1000E+01    1   T
3339    0.47438814E-01    0.1000E+01    1   T
3340    0.47419101E-01    0.1000E+01    1   T
3341    0.47387005E-01    0.1000E+01    1   T
3342    0.47370688E-01    0.5000E+00    2   T
3343    0.47350140E-01    0.1000E+01    1   T
3344    0.47333615E-01    0.1000E+01    1   T
3345    0.47316566E-01    0.1000E+01    1   T
3346    0.47299823E-01    0.1000E+01    1   T
3347    0.47271421E-01    0.1000E+01    1   T
3348    0.47256186E-01    0.1000E+01    1   T
3349    0.47228091E-01    0.1000E+01    1   T
3350    0.47202559E-01    0.1000E+01    1   T
3351    0.47181519E-01    0.1000E+01    1   T
3352    0.47161565E-01    0.1000E+01    1   T
3353    0.47148152E-01    0.1000E+01    1   T
3354    0.47132837E-01    0.1000E+01    1   T
3355    0.47097165E-01    0.1000E+01    1   T
3356    0.47091776E-01    0.5000E+00    2   T
3357    0.47065161E-01    0.1000E+01    1   T
3358    0.47053771E-01    0.1000E+01    1   T
3359    0.47035586E-01    0.1000E+01    1   T
3360    0.47003398E-01    0.1000E+01    1   T
3361    0.46948520E-01    0.1000E+01    1   T
3362    0.46937539E-01    0.2500E+00    3   T
3363    0.46904649E-01    0.1000E+01    1   T
3364    0.46893829E-01    0.1000E+01    1   T
3365    0.46884227E-01    0.1000E+01    1   T
3366    0.46869386E-01    0.1000E+01    1   T
3367    0.46842838E-01    0.1000E+01    1   T
3368    0.46818246E-01    0.1000E+01    1   T
3369    0.46798672E-01    0.1000E+01    1   T
3370    0.46794717E-01    0.1000E+01    1   T
