 -1.36867178961492e+00  -2.33387252774359e+00  -1.05474974928978e+00   1.29782244750631e-01   1.85346308859069e-02   1.84334590544532e-01   0.00000000000000e+00   7.08000532523236e-01   3.61251315756689e-01   1.45085472135757e-01   6.77077731388877e-01   2.41006778336968e-01
  1.31777511804207e+00   2.10999521962379e+00  -1.29012807185166e+00   1.76124999489241e-01  -2.70033985078755e-02  -1.36351595389333e-01   0.00000000000000e+00   8.30798199267366e-01   3.71468326683069e-01  -2.14813347156964e-01  -4.97100781463552e-01   3.36852628430123e-01
 -2.54812783509720e+00  -8.12395511733831e-01  -8.82100770405187e-01  -3.73982764136880e-01  -1.28806011169599e-01  -7.15273033826404e-02   0.00000000000000e+00   4.05970524636916e-01  -7.01597211313544e-02  -6.01807415408178e-01  -3.84621450630581e-01  -8.01350203633055e-02
  1.30124601634720e+00  -1.94046904618733e+00   2.20133524681447e+00  -2.95677518795109e-01   2.96091011827792e-02  -9.77773691432170e-02   0.00000000000000e+00  -8.98775728044932e-01   4.03783790724603e-01   2.48308421694575e-01  -3.48263635003032e-01   3.99270125197685e-01
 -5.51347823247710e-01   1.16901378032730e+00   1.79735273760393e+00  -4.95637956116942e-01  -2.61675264490901e-02  -7.51029671175588e-02   0.00000000000000e+00  -4.82120338074537e-01   8.33112061454858e-01  -7.83984950536497e-01  -2.04850998192530e-01   6.07381874492004e-02
 -1.30437371908017e+00   3.07472279854054e+00   3.66231569634521e-01  -5.09021912156817e-02  -2.68353839467472e-03   2.38197043057896e-01   0.00000000000000e+00  -6.44625484096671e-02   2.37306472815187e-01  -1.75925079932169e-02   9.62562826152268e-01  -3.24262345386647e-02
 -2.88537981616575e+00  -6.61473988372367e-01  -5.74669751507510e-01  -3.12486036265924e-01  -1.50141228066100e-01  -2.94623650348845e-02   0.00000000000000e+00   1.55670284054799e-01  -2.63329183397911e-01  -5.94228448290386e-01  -1.99969676895715e-01  -2.79219102444610e-01
 -1.48865073211511e+00  -9.96458416445877e-01  -1.12886453673803e+00   5.01874536731740e-01   6.27462277650565e-03  -1.67261430360203e-01   0.00000000000000e+00   8.36721171770410e-01   5.44577806802793e-01   6.88879776856702e-02  -5.41447085486831e-01   3.49057569214750e-01
  1.84290143899636e+00  -2.40115247774758e+00   1.99797488514566e+00  -5.43043382687458e-01  -1.09368779553805e-02  -2.41515357028563e-01   0.00000000000000e+00  -6.49792046349180e-01   6.98390792447295e-01  -1.81308754532458e-01  -7.11012324438450e-01   1.91435398485395e-01
 -1.86597348423776e+00  -1.60655996348808e+00  -1.40187589285489e+00   5.00040815104623e-01  -2.84675260237568e-02   1.03340443611266e-02   0.00000000000000e+00   9.56138825730458e-01   5.10401758606023e-01  -2.90723327995464e-01   3.42095879531551e-02   4.57046628743561e-01
  9.76977492427555e-02   3.00422696568185e+00  -5.12570211486106e-01  -2.16828783956942e-01  -4.04988324819351e-02  -9.93567718776767e-03   0.00000000000000e+00   1.33568810019480e-02  -4.85856449482210e-01  -1.36281107424772e-01  -9.66235711579144e-02  -4.85867266357784e-01
  1.93242395881699e-01  -1.31522420047955e+00   1.11970196309101e+00  -1.35477035770960e-01   4.78375401762676e-02   1.69732928053812e-02   0.00000000000000e+00  -1.85804194423350e-01   7.48093574244308e-01   9.49510121323032e-01   4.85480098304195e-02  -1.35136114580029e-02
  1.31801634747505e+00   2.01107151432633e+00  -1.35836015509481e+00   2.29907008806129e-01  -2.74476275656284e-02  -1.14996749787613e-01   0.00000000000000e+00   8.75885948799680e-01   3.93411742504546e-01  -2.26245952064396e-01  -4.12644541020285e-01   3.77907569334400e-01
 -1.26517696356547e-02   1.39837958434008e+00   6.96477725684945e-01   2.38017330732228e-02  -6.47108309943825e-02  -7.25628969170089e-04   0.00000000000000e+00  -1.24638495713366e-02   6.71550026542272e-01  -9.85094172989954e-01  -2.17052722816531e-03  -1.46370320302587e-02
 -1.63131436636350e-02   2.18853414261911e-01   1.48310034053092e+00   1.86519308668611e-01   2.06669166402978e-02  -7.88528286731528e-03   0.00000000000000e+00  -3.54159817742176e-03   1.47601714417608e+00  -2.17081641839493e-01  -1.59233204137187e-02  -4.76298461403986e-01
  3.86143791180834e-01  -1.98153100317109e+00   8.20706293138900e-01   8.81338147749551e-03   1.47761843300441e-01  -3.39888416644557e-02   0.00000000000000e+00  -3.45294700010134e-01   1.30116893118633e-01   8.49320110550165e-01  -1.50377548868689e-01  -8.79254145056232e-03
 -6.34800375787226e-01   2.31910797364398e+00   8.21317971425837e-01   1.49314875198172e-01  -1.23662290049152e-01   7.68363476638196e-02   0.00000000000000e+00  -4.34585637646060e-01  -4.78533038662835e-02  -5.90074438821126e-01   4.03490071308450e-01  -5.56392830544847e-02
 -1.90362767985941e+00   2.34235297242865e+00   2.08278138950510e+00  -6.01854416723703e-01   1.27496405280346e-02   2.27720555429209e-01   0.00000000000000e+00  -6.77487513286900e-01   7.27806362931294e-01   2.34201663663732e-01   6.58987489323953e-01   2.03546795833842e-01
  2.30080514282908e+00   5.38958666709111e-01  -8.37246626251689e-01  -3.61029439048114e-01   7.34059536131927e-02   1.18654129023160e-01   0.00000000000000e+00   3.82452194839361e-01  -7.23422365729679e-02   3.42269245347391e-01   6.39536118281474e-01  -9.06529772139514e-02
  5.82751373358175e-01  -2.77469478297172e+00   1.15444426787462e-01   5.31369914489340e-02   7.66387979027511e-02  -7.40358489347350e-02   0.00000000000000e+00  -1.97412790851437e-01  -2.79381154915412e-01   2.99515111694052e-01  -5.13696314214795e-01  -2.84231587322764e-01
  1.87994570539732e-01   2.21254745050296e+00  -3.87467066431356e-01  -2.18828323111994e-01  -1.71245319286637e-01  -2.04042246130530e-02   0.00000000000000e+00   1.49707343968888e-01  -8.80523784935791e-02  -7.86935090035499e-01  -1.11871691596431e-01  -1.61696655506868e-01
 -1.25565611734459e+00   1.07825074493906e+00   2.32204371191862e+00  -6.35124380008312e-01  -1.93050317757239e-02  -1.48053600275379e-01   0.00000000000000e+00  -8.37738816241694e-01   6.46566079435230e-01  -2.73106663685187e-01  -4.49582929359754e-01   3.40162354298510e-01
 -3.83409764051574e-02   2.67425142170398e-01   1.48400385815368e+00   1.68160879813230e-01   2.44908533640842e-02  -1.82164763840635e-02   0.00000000000000e+00  -1.01290818891442e-02   1.46374569437540e+00  -2.64054778956710e-01  -3.69690679229816e-02  -4.64351582563598e-01
  6.00049064717298e-02   2.09867764002006e+00  -1.06409064263263e-01  -1.26752251847854e-01  -1.72946781088874e-01  -6.02441618570530e-03   0.00000000000000e+00   5.18057090117877e-02  -2.79764623968748e-03  -8.62321435123993e-01  -3.02065882766322e-02  -1.25060820788978e-01
  1.72484220982915e+00  -1.32565695307847e+00   2.37999387446246e+00  -4.15361769312638e-01  -1.59935857207710e-02   7.01592382707326e-02   0.00000000000000e+00  -9.58615910232262e-01   4.62762053997931e-01  -1.48850112317917e-01   2.39817672597459e-01   4.58778899363988e-01
 -1.11769707858462e-01   1.20108132374508e+00   1.06709621345409e+00  -5.48735106463736e-02  -2.61128633641305e-02  -1.49857604042642e-02   0.00000000000000e+00  -1.04000616324179e-01   8.59094980805732e-01  -9.26612249636339e-01  -4.03039128150661e-02  -5.90665385220300e-02
 -3.06880697959301e+00  -1.00725016565876e+00  -1.55725438682725e-01  -1.41322229251161e-01  -1.74151929450628e-01  -7.51474752318391e-03   0.00000000000000e+00   6.14762279585622e-02  -3.27729827656006e-02  -8.43127833303098e-01  -3.88468652616368e-02  -1.40033862280471e-01
 -2.45227144105414e+00   1.80007782480108e+00   1.91412335273956e+00  -4.91863911864233e-01   4.87884861422718e-02   4.84359953190648e-02   0.00000000000000e+00  -6.19369015219428e-01   6.75385322300706e-01   7.51483058130028e-01   1.44551807498679e-01   1.76428982867681e-01
  2.93526761052221e+00   2.51194205306158e+00   1.04981725174859e+00   4.09406116769365e-01  -3.35553893279671e-02  -7.58709139517063e-02   0.00000000000000e+00   1.20636870391320e-01   1.29109099253123e+00   5.76372855720836e-01  -1.65578133297716e-01  -3.05635851983114e-01
  1.16732800856584e+00  -6.94816652591409e-01   1.97926417775424e+00  -5.89276177706538e-01   9.97463267446359e-03   2.54561597403703e-01   0.00000000000000e+00  -5.88836058560377e-01   8.01592060633484e-01   2.51366772577523e-01   7.06490672794686e-01   1.27885066411884e-01
  7.38001636085999e-02   7.37056499471915e-01   1.13932079881277e+00   2.45654457566392e-01   3.19636786674909e-02   2.44418032982826e-02   0.00000000000000e+00   4.95569111312436e-02   1.23843462107525e+00  -6.70281826593521e-01   5.45957497890688e-02  -2.71414901080841e-01
