    2.9698730040E+00   -2.3243756355E-01   -5.0646697828E-01    0.0000000000E+00    6.2230902346E-01    6.2253736324E-01
   -5.1842206424E-01    2.9136483171E+00    2.5908282181E+00    0.0000000000E+00    8.0537171258E-01    8.0527548583E-01
   -1.8130638556E+00    1.9041503678E+00    7.8235067803E-01    0.0000000000E+00    9.7585586171E-01    9.7600864221E-01
    2.9371503970E+00   -1.3289627749E+00   -1.3417928335E+00    0.0000000000E+00    8.0078760221E-01    8.0078608276E-01
    1.7930536562E+00    1.4503632141E+00    2.0487154408E+00    0.0000000000E+00    5.1347128026E-01    5.1343050597E-01
    1.0694327388E+00    9.2982903237E-01    2.6889993430E+00    0.0000000000E+00    6.7667440896E-01    6.7687458884E-01
   -1.1590793813E+00   -7.7415737588E-01    4.6473213990E-01    0.0000000000E+00    8.7816033382E-01    8.7834706210E-01
   -2.4844545696E+00    7.0543191166E-01    2.6724812207E+00    0.0000000000E+00    9.0173755085E-01    9.0181495252E-01
   -2.8007174334E+00    2.8273752080E+00   -8.5340623903E-01    0.0000000000E+00    8.2987957145E-01    8.2973792157E-01
    5.4578191996E-01    5.2383726875E-03   -2.1259420110E+00    0.0000000000E+00    9.9823038606E-01    9.9826834526E-01
   -1.3519179939E+00    1.4837988259E+00   -1.6348291464E+00    0.0000000000E+00    9.1432724134E-01    9.1430243559E-01
   -1.8507452393E+00    1.5678887008E+00   -1.1499900331E+00    0.0000000000E+00    8.6869156261E-01    8.6862919025E-01
    1.1098487809E+00   -1.2948596390E+00   -1.1604359898E+00    0.0000000000E+00    9.9973457153E-01    9.9961422481E-01
   -1.8536221330E+00    2.5923944483E+00    2.3702963950E+00    0.0000000000E+00    9.9633362126E-01    9.9635315072E-01
   -2.7115699173E+00    1.8609952785E+00   -2.9995214359E-01    0.0000000000E+00    7.9016773689E-01    7.8998863367E-01
    1.4786263985E+00    5.9001545442E-01   -2.8586081732E+00    0.0000000000E+00    9.5546584449E-01    9.5565597744E-01
   -1.6696932946E+00    1.8671829959E+00   -2.9130132213E+00    0.0000000000E+00    8.2330137156E-01    8.2316678739E-01
    2.0949017973E+00    2.5227366057E+00    2.4666442420E+00    0.0000000000E+00    3.2988137314E-01    3.3002170559E-01
   -7.3950703339E-01    1.4708598717E+00    1.5733188434E+00    0.0000000000E+00    9.8190338027E-01    9.8190675583E-01
    2.1504940003E+00   -1.4306708251E-02    9.0563802079E-01    0.0000000000E+00    6.7378397817E-01    6.7377968201E-01
    4.2817960055E-01   -6.8131412494E-01    2.5031725027E+00    0.0000000000E+00    9.4434676997E-01    9.4441653561E-01
    2.4222856048E+00    1.1982693634E+00    2.8862548922E+00    0.0000000000E+00    3.6310717673E-01    3.6318165160E-01
   -1.9981942518E+00    2.9001038323E+00   -1.0823257788E+00    0.0000000000E+00    9.4590205024E-01    9.4592504073E-01
    1.9156209587E+00    1.1906667831E-01   -2.8852282133E-01    0.0000000000E+00    7.9027139831E-01    7.9039434310E-01
    1.4466104040E+00   -2.7650568883E+00   -1.6728221256E+00    0.0000000000E+00    9.8360831777E-01    9.8370836744E-01
    1.7256708190E-01    6.0474238384E-02    9.8472926035E-01    0.0000000000E+00    9.8114729371E-01    9.8116399674E-01
    1.4278957780E+00   -2.6166435674E+00   -2.4413151993E+00    0.0000000000E+00    9.6814303312E-01    9.6805115887E-01
    1.5890634393E+00   -1.8918485641E+00    8.1233102709E-01    0.0000000000E+00    9.4541154103E-01    9.4534704221E-01
   -2.3367268216E+00    5.5539558701E-01    9.8278867148E-02    0.0000000000E+00    7.6127747819E-01    7.6111214803E-01
    1.8178083357E+00    5.8562581359E-02    2.1673460514E+00    0.0000000000E+00    6.4732327599E-01    6.4722949741E-01
    1.6996986394E+00    3.1557603632E-01   -7.4024226345E-01    0.0000000000E+00    8.4068921813E-01    8.4075947868E-01
   -1.6107186885E+00    1.9406906076E+00    2.4175294797E+00    0.0000000000E+00    9.9814582787E-01    9.9815372955E-01
   -2.1885190444E-01    1.5032300298E-01    1.8502686728E+00    0.0000000000E+00    9.8496876807E-01    9.8502008154E-01
   -1.2514550857E+00   -2.0184002080E+00    1.1053357601E+00    0.0000000000E+00    7.8778923482E-01    7.8780552727E-01
    2.2469435451E+00    1.0727067080E+00   -2.0616619856E+00    0.0000000000E+00    7.4689576459E-01    7.4691596283E-01
   -1.4310595603E+00    1.9762884905E+00   -1.8338335220E+00    0.0000000000E+00    9.2805942455E-01    9.2801835606E-01
   -2.6399469884E+00    6.5650076783E-01   -3.0893651365E-01    0.0000000000E+00    6.8045319264E-01    6.8027813068E-01
   -2.9247613735E+00   -2.8407402906E+00    2.2055251218E+00    0.0000000000E+00    4.3175421123E-01    4.3182023846E-01
   -3.9441031430E-01    6.6248267433E-01    1.2668805172E+00    0.0000000000E+00    9.9129746326E-01    9.9133644996E-01
    2.3489234376E+00    2.6393790554E+00    2.5124368517E+00    0.0000000000E+00    2.7910400891E-01    2.7876246332E-01
    1.4923960213E+00    5.4715014583E-01    1.5721082951E+00    0.0000000000E+00    7.0678859679E-01    7.0664329365E-01
   -2.4899646875E+00   -1.4749925457E+00    9.9527059708E-01    0.0000000000E+00    5.7740108950E-01    5.7750149330E-01
    1.4863264233E+00   -2.4115002325E+00   -2.0749139717E+00    0.0000000000E+00    9.8860940984E-01    9.8866634480E-01
   -4.4181715167E-01    2.4955590726E+00    2.6141916234E-01    0.0000000000E+00    9.4773904533E-01    9.4773548309E-01
    2.8908970092E+00    9.5030764783E-01   -2.6221524471E+00    0.0000000000E+00    6.6397406011E-01    6.6380519607E-01
    1.8205389600E+00   -2.1307727645E+00   -2.5147165274E+00    0.0000000000E+00    9.9960340019E-01    9.9953414601E-01
    1.7858424556E-01    3.0932224299E-01   -1.7579607034E-01    0.0000000000E+00    9.9510893149E-01    9.9492279358E-01
    2.5708721717E+00    1.4024673861E-01    2.7676106027E+00    0.0000000000E+00    4.4097334021E-01    4.4077927238E-01
   -7.0665965808E-01    1.5365672679E+00   -9.2016335337E-01    0.0000000000E+00    9.9610680164E-01    9.9595421834E-01
   -1.9521098519E+00   -6.3441594368E-01    2.4927406681E+00    0.0000000000E+00    8.7056998363E-01    8.7058694010E-01
   -5.2451381793E-01    1.3160638891E+00   -2.9295400942E+00    0.0000000000E+00    9.5303170333E-01    9.5328536914E-01
    8.7960175312E-01   -1.8917845396E+00    8.7233986135E-01    0.0000000000E+00    9.9678199009E-01    9.9660472296E-01
   -2.8033077652E+00    9.8387049165E-01   -1.3237642831E+00    0.0000000000E+00    6.0802140730E-01    6.0802403739E-01
   -1.9201990521E+00   -2.9268244646E+00   -1.1953811909E+00    0.0000000000E+00    3.9879785652E-01    3.9940272815E-01
    4.8126917387E-01    1.1588422611E+00    1.8285572357E+00    0.0000000000E+00    8.3003312596E-01    8.2997431237E-01
   -1.5311566854E+00   -4.1071098164E-01    7.6291812387E-01    0.0000000000E+00    8.6305665527E-01    8.6321864378E-01
    5.6613813092E-01    2.4025674960E+00    6.3386859547E-02    0.0000000000E+00    8.0799555154E-01    8.0784496534E-01
   -1.7169619855E+00   -2.8642456308E+00   -1.8665848375E+00    0.0000000000E+00    4.0106450655E-01    4.0139693517E-01
   -2.6604867936E+00   -5.2872621536E-01   -1.1655920396E+00    0.0000000000E+00    4.8987214244E-01    4.9046089060E-01
