    7.9196613439E+00    0.0000000000E+00    2.7065895200E-03    4.3591351001E-03
   -1.3505786088E+00    0.0000000000E+00    1.9622300830E+00    1.9611853883E+00
   -1.3824588380E+00    0.0000000000E+00    1.9255217649E+00    1.9244190776E+00
    6.9088752483E+00    0.0000000000E+00    1.0542435031E-02    1.1962657421E-02
   -4.8348369482E+00    0.0000000000E+00    9.5385306057E-02    9.3877604121E-02
    2.0862684748E+00    0.0000000000E+00    1.1782908457E+00    1.1789033064E+00
    7.8324010586E+00    0.0000000000E+00    3.1162411049E-03    4.7562887210E-03
   -3.5781142226E+00    0.0000000000E+00    3.2180038027E-01    3.1717600529E-01
    4.7814764167E+00    0.0000000000E+00    9.7517471324E-02    9.8937484646E-02
    5.4632411756E+00    0.0000000000E+00    4.9292937998E-02    5.0448806796E-02
    2.8518206367E+00    0.0000000000E+00    6.1853131998E-01    6.1929013259E-01
    7.1706649145E+00    0.0000000000E+00    7.7160812862E-03    9.2115670489E-03
   -3.0908783500E+00    0.0000000000E+00    5.0410644424E-01    4.9912960058E-01
    1.2392857064E+00    0.0000000000E+00    2.0878813892E+00    2.0895959465E+00
   -6.6252121857E+00    0.0000000000E+00    1.6577056010E-02    1.5875840737E-02
    7.1266165886E+00    0.0000000000E+00    8.1424170834E-03    9.6257242011E-03
   -7.4685798225E+00    0.0000000000E+00    8.4395440560E-03    6.8410481307E-03
   -2.2757499707E+00    0.0000000000E+00    1.0173109517E+00    1.0136901177E+00
    1.4554184532E+00    0.0000000000E+00    1.8391527885E+00    1.8406095299E+00
   -5.6691786959E+00    0.0000000000E+00    4.1574395371E-02    4.1124075002E-02
   -3.6051146504E+00    0.0000000000E+00    3.1375127820E-01    3.0917408027E-01
   -4.3595443903E+00    0.0000000000E+00    1.5224027153E-01    1.4956202249E-01
   -4.9353206381E+00    0.0000000000E+00    8.6337512148E-02    8.5031043068E-02
   -3.0666400882E+00    0.0000000000E+00    5.1525356052E-01    5.1028603489E-01
