    0.791966134391E+01    0.000000000000E+00    0.145304503337E-02
   -0.138245883796E+01    0.000000000000E+00    0.641473025871E+00
   -0.483483694817E+01    0.000000000000E+00    0.312925347071E-01
    0.783240105861E+01    0.000000000000E+00    0.158542957365E-02
    0.478147641665E+01    0.000000000000E+00    0.329791615486E-01
    0.285182063674E+01    0.000000000000E+00    0.206430044197E+00
   -0.309087835001E+01    0.000000000000E+00    0.166376533528E+00
   -0.662521218574E+01    0.000000000000E+00    0.529194691239E-02
   -0.746857982247E+01    0.000000000000E+00    0.228034937691E-02
    0.145541845323E+01    0.000000000000E+00    0.613536509958E+00
   -0.360511465038E+01    0.000000000000E+00    0.103058026758E+00
   -0.493532063813E+01    0.000000000000E+00    0.283436810228E-01
    0.295959674915E+01    0.000000000000E+00    0.187423584902E+00
   -0.494299235458E+01    0.000000000000E+00    0.281301367861E-01
   -0.723085311281E+01    0.000000000000E+00    0.289142437786E-02
    0.394300372923E+01    0.000000000000E+00    0.746370712700E-01
   -0.445251545231E+01    0.000000000000E+00    0.455299519268E-01
    0.558640479277E+01    0.000000000000E+00    0.148821409925E-01
   -0.197201875570E+01    0.000000000000E+00    0.428984668062E+00
    0.573465066756E+01    0.000000000000E+00    0.128448810942E-01
    0.114181226812E+01    0.000000000000E+00    0.733718781014E+00
    0.645942827944E+01    0.000000000000E+00    0.624319723341E-02
   -0.532851800478E+01    0.000000000000E+00    0.192181008149E-01
    0.510832255658E+01    0.000000000000E+00    0.238950436877E-01
    0.385762774400E+01    0.000000000000E+00    0.810142942751E-01
    0.460178885060E+00    0.000000000000E+00    0.948872810123E+00
    0.380772207476E+01    0.000000000000E+00    0.849799882950E-01
    0.423750250491E+01    0.000000000000E+00    0.561410080425E-01
   -0.623127152431E+01    0.000000000000E+00    0.783693709254E-02
    0.484748889509E+01    0.000000000000E+00    0.309052445622E-01
    0.453252970510E+01    0.000000000000E+00    0.421033736576E-01
   -0.429524983600E+01    0.000000000000E+00    0.530756187039E-01
   -0.583605078510E+00    0.000000000000E+00    0.919461519182E+00
   -0.333721356194E+01    0.000000000000E+00    0.132555053378E+00
    0.599184945357E+01    0.000000000000E+00    0.994637681339E-02
   -0.381615882735E+01    0.000000000000E+00    0.842968056400E-01
   -0.703985863560E+01    0.000000000000E+00    0.349886724218E-02
   -0.779936366279E+01    0.000000000000E+00    0.163863922044E-02
   -0.105176083814E+01    0.000000000000E+00    0.767458306641E+00
    0.626379583374E+01    0.000000000000E+00    0.758709985383E-02
    0.397972272352E+01    0.000000000000E+00    0.720449570878E-01
   -0.663990583326E+01    0.000000000000E+00    0.521495893147E-02
    0.396353712870E+01    0.000000000000E+00    0.731767126431E-01
   -0.117817907113E+01    0.000000000000E+00    0.719904518642E+00
    0.770905869125E+01    0.000000000000E+00    0.179336485554E-02
    0.485477055994E+01    0.000000000000E+00    0.306844872868E-01
    0.476224654821E+00    0.000000000000E+00    0.945378713618E+00
    0.685565912443E+01    0.000000000000E+00    0.420504363642E-02
   -0.188442575488E+01    0.000000000000E+00    0.457954634466E+00
   -0.520562627183E+01    0.000000000000E+00    0.217036863257E-01
   -0.139870351449E+01    0.000000000000E+00    0.635236968191E+00
    0.234560467499E+01    0.000000000000E+00    0.319097015750E+00
   -0.747548737389E+01    0.000000000000E+00    0.226466980864E-02
   -0.512053080568E+01    0.000000000000E+00    0.236085436291E-01
    0.128338446365E+01    0.000000000000E+00    0.679586636132E+00
   -0.408308449438E+01    0.000000000000E+00    0.652049448549E-01
    0.150970168246E+01    0.000000000000E+00    0.592912635269E+00
