 -4.937500000000e-01  -5.000000000000e-01   2.609376591394e+00   3.023074106903e-17  -7.950465064631e-01
 -4.937500000000e-01   1.500000000000e+00   2.609376591394e+00  -9.069222320708e-17  -7.950465064631e-01
 -5.000000000000e-01  -4.916666666667e-01   2.616880809358e+00   1.299732640013e-02  -8.107419666546e-01
  1.000000000000e+00  -4.916666666667e-01   1.380940551291e+00   3.062197692938e-03   4.272428625854e-01
 -4.812500000000e-01  -5.000000000000e-01   2.590105135328e+00   2.986874350957e-17  -7.642171706990e-01
 -4.812500000000e-01   1.500000000000e+00   2.590105135328e+00  -8.960623052871e-17  -7.642171706990e-01
 -5.000000000000e-01  -4.750000000000e-01   2.599165924857e+00   3.884957777249e-02  -8.107419666546e-01
  1.000000000000e+00  -4.750000000000e-01   1.376766886894e+00   9.153043000083e-03   4.272428625854e-01
 -4.687500000000e-01  -5.000000000000e-01   2.571064445027e+00   2.951108068451e-17  -7.341217452145e-01
 -4.687500000000e-01   1.500000000000e+00   2.571064445027e+00  -8.853324205352e-17  -7.341217452145e-01
 -5.000000000000e-01  -4.583333333333e-01   2.563930243836e+00   6.427618504098e-02  -8.107419666546e-01
  1.000000000000e+00  -4.583333333333e-01   1.368465285641e+00   1.514360565272e-02   4.272428625854e-01
 -4.562500000000e-01  -5.000000000000e-01   2.552251757189e+00   2.915770068762e-17  -7.047427588483e-01
 -4.562500000000e-01   1.500000000000e+00   2.552251757189e+00  -8.747310206287e-17  -7.047427588483e-01
 -5.000000000000e-01  -4.416666666667e-01   2.511559815790e+00   8.899856897550e-02  -8.107419666546e-01
  1.000000000000e+00  -4.416666666667e-01   1.356126701612e+00   2.096825179283e-02   4.272428625854e-01
 -4.437500000000e-01  -5.000000000000e-01   2.533664341602e+00   2.880855223426e-17  -6.760631563502e-01
 -4.437500000000e-01   1.500000000000e+00   2.533664341602e+00  -8.642565670277e-17  -6.760631563502e-01
 -5.000000000000e-01  -4.250000000000e-01   2.442628422088e+00   1.127458659642e-01  -8.107419666546e-01
  1.000000000000e+00  -4.250000000000e-01   1.339886318915e+00   2.656316537840e-02   4.272428625854e-01
 -4.312500000000e-01  -5.000000000000e-01   2.515299500746e+00   2.846358465386e-17  -6.480662884802e-01
 -4.312500000000e-01   1.500000000000e+00   2.515299500746e+00  -8.539075396157e-17  -6.480662884802e-01
 -5.000000000000e-01  -4.083333333333e-01   2.357891289504e+00   1.352578956518e-01  -8.107419666546e-01
  1.000000000000e+00  -4.083333333333e-01   1.319922070583e+00   3.186704736539e-02   4.272428625854e-01
 -4.187500000000e-01  -5.000000000000e-01   2.497154569404e+00   2.812274788262e-17  -6.207359023432e-01
 -4.187500000000e-01   1.500000000000e+00   2.497154569404e+00  -8.436824364786e-17  -6.207359023432e-01
