    9.0999842344E-01    4.9992597797E-01    6.0535798742E-04   -4.6573674950E-03   -3.5187673672E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    6.8382527647E-01    9.6488182482E-01    5.1715315954E-01    2.9646270888E-02   -3.5546883231E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    4.3073803752E-01    6.1068890158E-01    2.5907847692E-02    6.7655160877E-03   -3.8746768388E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    4.3133974481E-01    6.2981481340E-01    2.5705395121E-02    8.6605463891E-03   -3.8838564817E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    7.5134976807E-01    5.6921332056E-01    7.6025858829E-03   -3.2976055361E-03   -3.5995625667E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    9.6924058617E-01    4.1501177265E-01   -2.1152702473E-04   -4.6344041083E-03   -3.5318922301E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    7.8417386344E-01    7.1497497443E-01   -1.2091678777E-02    8.4250076068E-03   -3.4709102629E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    9.5170778268E-01    3.9061243414E-01    8.0414004911E-04   -4.9477838971E-03   -3.5543775987E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    5.7910642780E-01    4.7975386526E-01    1.6358060761E-02   -3.7566886946E-03   -3.7458188767E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    9.4672648144E-01    7.2767728633E-01   -3.1998132764E-02    9.0226639357E-03   -3.2409397871E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    5.9688426674E-01    5.8231628899E-01    1.6815120859E-02   -6.9378101441E-04   -3.7261936958E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    7.9029498664E-01    5.5257431112E-01    5.7137354547E-03   -4.0526438701E-03   -3.5762656563E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    5.4515427513E-01    4.1515440609E-01    1.5857395328E-02   -3.3521112188E-03   -3.7655360465E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    5.8466811726E-01    9.2039228185E-01    2.3808114818E-01    2.8081202131E-02   -3.7677807621E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    6.8358388995E-01    5.2347523156E-01    1.1987955827E-02   -4.4906041505E-03   -3.6700080739E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    3.1238512154E-01    5.8332376302E-02    4.4222176943E-03   -1.0463867939E-03   -3.7690305647E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    7.6757714753E-02    7.8854504809E-01   -1.3331839407E-02    4.9471633637E-02   -4.4453465967E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    6.1003324289E-01    6.8458015662E-01    9.7038174858E-03    8.4836638742E-03   -3.7052838292E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    8.3614338798E-01    3.1684030748E-01    4.9332400440E-03   -5.9212551766E-03   -3.6389795547E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    4.3748705941E-01    2.1323011111E-01    1.1126423184E-02   -1.1699125042E-03   -3.7836229705E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    2.9427661352E-01    9.1118839150E-01    2.2536977591E-01    3.2926772553E-02   -4.3731929210E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    2.9222879110E-01    2.9542676074E-01    1.5328802350E-02    4.2488705714E-03   -3.8326730700E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    2.1897874829E-01    4.0972641957E-01    2.1420079234E-02    8.0881788463E-03   -3.8897840156E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
    3.9055893836E-01    1.6441384272E-02    3.6603871405E-03   -4.3603402045E-03   -3.7445111269E-01    0.0000000000E+00    0.0000000000E+00    0.0000000000E+00
