# DNNF90 training history: one row per validation event
#  1:epoch  2:patience
#  3:cost_train    4:cost_val    5:cost_input   (per point;
#    the composite objective, Loss_term weights applied --
#    the same sum the optimizer descends)
#  6:cost_train_f  7:cost_train_df  8:cost_val_f  9:cost_val_df
# 10:cost_input_f 11:cost_input_df
# 12:rmse_train_f 13:rmse_train_df 14:rmse_val_f 15:rmse_val_df
# 16:rmse_input_f 17:rmse_input_df
# 18:mae_train_f  19:mae_train_df  20:mae_val_f  21:mae_val_df
# 22:mae_input_f  23:mae_input_df
1  0    0.99230E+00    0.00000E+00    0.99230E+00    0.99229E+00    0.41303E-05    0.00000E+00    0.00000E+00    0.99229E+00    0.41303E-05    0.14088E+01    0.22739E-01    0.00000E+00    0.00000E+00    0.14088E+01    0.22739E-01    0.13637E+01    0.31002E-01    0.00000E+00    0.00000E+00    0.13637E+01    0.31002E-01
100  0    0.63503E-01    0.00000E+00    0.63503E-01    0.63502E-01    0.83195E-06    0.00000E+00    0.00000E+00    0.63502E-01    0.83195E-06    0.35638E+00    0.27249E-01    0.00000E+00    0.00000E+00    0.35638E+00    0.27249E-01    0.30407E+00    0.41679E-01    0.00000E+00    0.00000E+00    0.30407E+00    0.41679E-01
200  0    0.62325E-01    0.00000E+00    0.62325E-01    0.62325E-01    0.23882E-07    0.00000E+00    0.00000E+00    0.62325E-01    0.23882E-07    0.35306E+00    0.68101E-02    0.00000E+00    0.00000E+00    0.35306E+00    0.68101E-02    0.30125E+00    0.10039E-01    0.00000E+00    0.00000E+00    0.30125E+00    0.10039E-01
300  0    0.62153E-01    0.00000E+00    0.62153E-01    0.62153E-01    0.21517E-07    0.00000E+00    0.00000E+00    0.62153E-01    0.21517E-07    0.35257E+00    0.56170E-02    0.00000E+00    0.00000E+00    0.35257E+00    0.56170E-02    0.30087E+00    0.76829E-02    0.00000E+00    0.00000E+00    0.30087E+00    0.76829E-02
400  0    0.62099E-01    0.00000E+00    0.62099E-01    0.62099E-01    0.47653E-07    0.00000E+00    0.00000E+00    0.62099E-01    0.47653E-07    0.35242E+00    0.61910E-02    0.00000E+00    0.00000E+00    0.35242E+00    0.61910E-02    0.30078E+00    0.90150E-02    0.00000E+00    0.00000E+00    0.30078E+00    0.90150E-02
500  0    0.61764E-01    0.00000E+00    0.61764E-01    0.61761E-01    0.33142E-05    0.00000E+00    0.00000E+00    0.61761E-01    0.33142E-05    0.35146E+00    0.24077E-01    0.00000E+00    0.00000E+00    0.35146E+00    0.24077E-01    0.30026E+00    0.37013E-01    0.00000E+00    0.00000E+00    0.30026E+00    0.37013E-01
600  0    0.42686E-01    0.00000E+00    0.42686E-01    0.36744E-01    0.59421E-02    0.00000E+00    0.00000E+00    0.36744E-01    0.59421E-02    0.27109E+00    0.92404E+00    0.00000E+00    0.00000E+00    0.27109E+00    0.92404E+00    0.23169E+00    0.13143E+01    0.00000E+00    0.00000E+00    0.23169E+00    0.13143E+01
700  0    0.22355E-01    0.00000E+00    0.22355E-01    0.14898E-01    0.74573E-02    0.00000E+00    0.00000E+00    0.14898E-01    0.74573E-02    0.17261E+00    0.14211E+01    0.00000E+00    0.00000E+00    0.17261E+00    0.14211E+01    0.14557E+00    0.22124E+01    0.00000E+00    0.00000E+00    0.14557E+00    0.22124E+01
800  0    0.87760E-02    0.00000E+00    0.87760E-02    0.40631E-02    0.47129E-02    0.00000E+00    0.00000E+00    0.40631E-02    0.47129E-02    0.90146E-01    0.18880E+01    0.00000E+00    0.00000E+00    0.90146E-01    0.18880E+01    0.75914E-01    0.28852E+01    0.00000E+00    0.00000E+00    0.75914E-01    0.28852E+01
900  0    0.27421E-03    0.00000E+00    0.27421E-03    0.88026E-04    0.18619E-03    0.00000E+00    0.00000E+00    0.88026E-04    0.18619E-03    0.13268E-01    0.23638E+01    0.00000E+00    0.00000E+00    0.13268E-01    0.23638E+01    0.10917E-01    0.32108E+01    0.00000E+00    0.00000E+00    0.10917E-01    0.32108E+01
1000  0    0.14543E-03    0.00000E+00    0.14543E-03    0.76262E-04    0.69166E-04    0.00000E+00    0.00000E+00    0.76262E-04    0.69166E-04    0.12350E-01    0.23723E+01    0.00000E+00    0.00000E+00    0.12350E-01    0.23723E+01    0.97498E-02    0.31754E+01    0.00000E+00    0.00000E+00    0.97498E-02    0.31754E+01
1100  0    0.10203E-03    0.00000E+00    0.10203E-03    0.72367E-04    0.29663E-04    0.00000E+00    0.00000E+00    0.72367E-04    0.29663E-04    0.12031E-01    0.23796E+01    0.00000E+00    0.00000E+00    0.12031E-01    0.23796E+01    0.90197E-02    0.31595E+01    0.00000E+00    0.00000E+00    0.90197E-02    0.31595E+01
1200  0    0.86228E-04    0.00000E+00    0.86228E-04    0.70642E-04    0.15586E-04    0.00000E+00    0.00000E+00    0.70642E-04    0.15586E-04    0.11886E-01    0.23833E+01    0.00000E+00    0.00000E+00    0.11886E-01    0.23833E+01    0.87330E-02    0.31526E+01    0.00000E+00    0.00000E+00    0.87330E-02    0.31526E+01
1300  0    0.81408E-04    0.00000E+00    0.81408E-04    0.69853E-04    0.11555E-04    0.00000E+00    0.00000E+00    0.69853E-04    0.11555E-04    0.11820E-01    0.23848E+01    0.00000E+00    0.00000E+00    0.11820E-01    0.23848E+01    0.86191E-02    0.31512E+01    0.00000E+00    0.00000E+00    0.86191E-02    0.31512E+01
1400  0    0.79679E-04    0.00000E+00    0.79679E-04    0.69515E-04    0.10164E-04    0.00000E+00    0.00000E+00    0.69515E-04    0.10164E-04    0.11791E-01    0.23853E+01    0.00000E+00    0.00000E+00    0.11791E-01    0.23853E+01    0.85748E-02    0.31501E+01    0.00000E+00    0.00000E+00    0.85748E-02    0.31501E+01
1500  0    0.78758E-04    0.00000E+00    0.78758E-04    0.69377E-04    0.93805E-05    0.00000E+00    0.00000E+00    0.69377E-04    0.93805E-05    0.11779E-01    0.23855E+01    0.00000E+00    0.00000E+00    0.11779E-01    0.23855E+01    0.85604E-02    0.31491E+01    0.00000E+00    0.00000E+00    0.85604E-02    0.31491E+01
1600  1    0.92502E-04    0.00000E+00    0.92502E-04    0.83520E-04    0.89817E-05    0.00000E+00    0.00000E+00    0.83520E-04    0.89817E-05    0.12924E-01    0.23860E+01    0.00000E+00    0.00000E+00    0.12924E-01    0.23860E+01    0.10372E-01    0.31478E+01    0.00000E+00    0.00000E+00    0.10372E-01    0.31478E+01
1700  1    0.77790E-04    0.00000E+00    0.77790E-04    0.69278E-04    0.85112E-05    0.00000E+00    0.00000E+00    0.69278E-04    0.85112E-05    0.11771E-01    0.23856E+01    0.00000E+00    0.00000E+00    0.11771E-01    0.23856E+01    0.85562E-02    0.31475E+01    0.00000E+00    0.00000E+00    0.85562E-02    0.31475E+01
1800  1    0.77451E-04    0.00000E+00    0.77451E-04    0.69262E-04    0.81892E-05    0.00000E+00    0.00000E+00    0.69262E-04    0.81892E-05    0.11770E-01    0.23855E+01    0.00000E+00    0.00000E+00    0.11770E-01    0.23855E+01    0.85529E-02    0.31471E+01    0.00000E+00    0.00000E+00    0.85529E-02    0.31471E+01
1900  1    0.77156E-04    0.00000E+00    0.77156E-04    0.69249E-04    0.79065E-05    0.00000E+00    0.00000E+00    0.69249E-04    0.79065E-05    0.11769E-01    0.23855E+01    0.00000E+00    0.00000E+00    0.11769E-01    0.23855E+01    0.85521E-02    0.31467E+01    0.00000E+00    0.00000E+00    0.85521E-02    0.31467E+01
2000  1    0.76882E-04    0.00000E+00    0.76882E-04    0.69239E-04    0.76423E-05    0.00000E+00    0.00000E+00    0.69239E-04    0.76423E-05    0.11768E-01    0.23856E+01    0.00000E+00    0.00000E+00    0.11768E-01    0.23856E+01    0.85509E-02    0.31464E+01    0.00000E+00    0.00000E+00    0.85509E-02    0.31464E+01
2100  2    0.77074E-04    0.00000E+00    0.77074E-04    0.69748E-04    0.73256E-05    0.00000E+00    0.00000E+00    0.69748E-04    0.73256E-05    0.11811E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11811E-01    0.23857E+01    0.87731E-02    0.31460E+01    0.00000E+00    0.00000E+00    0.87731E-02    0.31460E+01
2200  2    0.76426E-04    0.00000E+00    0.76426E-04    0.69218E-04    0.72087E-05    0.00000E+00    0.00000E+00    0.69218E-04    0.72087E-05    0.11766E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11766E-01    0.23857E+01    0.85593E-02    0.31457E+01    0.00000E+00    0.00000E+00    0.85593E-02    0.31457E+01
2300  2    0.76194E-04    0.00000E+00    0.76194E-04    0.69221E-04    0.69723E-05    0.00000E+00    0.00000E+00    0.69221E-04    0.69723E-05    0.11766E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11766E-01    0.23857E+01    0.85462E-02    0.31454E+01    0.00000E+00    0.00000E+00    0.85462E-02    0.31454E+01
2400  2    0.75969E-04    0.00000E+00    0.75969E-04    0.69219E-04    0.67495E-05    0.00000E+00    0.00000E+00    0.69219E-04    0.67495E-05    0.11766E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11766E-01    0.23857E+01    0.85452E-02    0.31450E+01    0.00000E+00    0.00000E+00    0.85452E-02    0.31450E+01
2500  3    0.77895E-04    0.00000E+00    0.77895E-04    0.71037E-04    0.68583E-05    0.00000E+00    0.00000E+00    0.71037E-04    0.68583E-05    0.11919E-01    0.23863E+01    0.00000E+00    0.00000E+00    0.11919E-01    0.23863E+01    0.91529E-02    0.31457E+01    0.00000E+00    0.00000E+00    0.91529E-02    0.31457E+01
2600  3    0.75645E-04    0.00000E+00    0.75645E-04    0.69210E-04    0.64350E-05    0.00000E+00    0.00000E+00    0.69210E-04    0.64350E-05    0.11765E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23857E+01    0.85417E-02    0.31445E+01    0.00000E+00    0.00000E+00    0.85417E-02    0.31445E+01
2700  3    0.75456E-04    0.00000E+00    0.75456E-04    0.69214E-04    0.62422E-05    0.00000E+00    0.00000E+00    0.69214E-04    0.62422E-05    0.11766E-01    0.23857E+01    0.00000E+00    0.00000E+00    0.11766E-01    0.23857E+01    0.85420E-02    0.31442E+01    0.00000E+00    0.00000E+00    0.85420E-02    0.31442E+01
2800  4    0.75988E-04    0.00000E+00    0.75988E-04    0.69739E-04    0.62490E-05    0.00000E+00    0.00000E+00    0.69739E-04    0.62490E-05    0.11810E-01    0.23862E+01    0.00000E+00    0.00000E+00    0.11810E-01    0.23862E+01    0.88964E-02    0.31446E+01    0.00000E+00    0.00000E+00    0.88964E-02    0.31446E+01
2900  4    0.75217E-04    0.00000E+00    0.75217E-04    0.69206E-04    0.60113E-05    0.00000E+00    0.00000E+00    0.69206E-04    0.60113E-05    0.11765E-01    0.23858E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23858E+01    0.85397E-02    0.31438E+01    0.00000E+00    0.00000E+00    0.85397E-02    0.31438E+01
3000  4    0.75054E-04    0.00000E+00    0.75054E-04    0.69212E-04    0.58425E-05    0.00000E+00    0.00000E+00    0.69212E-04    0.58425E-05    0.11765E-01    0.23858E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23858E+01    0.85395E-02    0.31435E+01    0.00000E+00    0.00000E+00    0.85395E-02    0.31435E+01
3100  5    0.75760E-04    0.00000E+00    0.75760E-04    0.69849E-04    0.59103E-05    0.00000E+00    0.00000E+00    0.69849E-04    0.59103E-05    0.11819E-01    0.23865E+01    0.00000E+00    0.00000E+00    0.11819E-01    0.23865E+01    0.89161E-02    0.31442E+01    0.00000E+00    0.00000E+00    0.89161E-02    0.31442E+01
3200  5    0.74892E-04    0.00000E+00    0.74892E-04    0.69202E-04    0.56903E-05    0.00000E+00    0.00000E+00    0.69202E-04    0.56903E-05    0.11765E-01    0.23859E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23859E+01    0.85370E-02    0.31432E+01    0.00000E+00    0.00000E+00    0.85370E-02    0.31432E+01
3300  5    0.74748E-04    0.00000E+00    0.74748E-04    0.69209E-04    0.55390E-05    0.00000E+00    0.00000E+00    0.69209E-04    0.55390E-05    0.11765E-01    0.23858E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23858E+01    0.85377E-02    0.31430E+01    0.00000E+00    0.00000E+00    0.85377E-02    0.31430E+01
3400  6    0.85595E-04    0.00000E+00    0.85595E-04    0.79893E-04    0.57019E-05    0.00000E+00    0.00000E+00    0.79893E-04    0.57019E-05    0.12641E-01    0.23843E+01    0.00000E+00    0.00000E+00    0.12641E-01    0.23843E+01    0.95530E-02    0.31404E+01    0.00000E+00    0.00000E+00    0.95530E-02    0.31404E+01
3500  6    0.74636E-04    0.00000E+00    0.74636E-04    0.69191E-04    0.54451E-05    0.00000E+00    0.00000E+00    0.69191E-04    0.54451E-05    0.11764E-01    0.23859E+01    0.00000E+00    0.00000E+00    0.11764E-01    0.23859E+01    0.85313E-02    0.31427E+01    0.00000E+00    0.00000E+00    0.85313E-02    0.31427E+01
3600  6    0.74504E-04    0.00000E+00    0.74504E-04    0.69206E-04    0.52980E-05    0.00000E+00    0.00000E+00    0.69206E-04    0.52980E-05    0.11765E-01    0.23859E+01    0.00000E+00    0.00000E+00    0.11765E-01    0.23859E+01    0.85358E-02    0.31425E+01    0.00000E+00    0.00000E+00    0.85358E-02    0.31425E+01
